toklen
47
34
72
45
63
54
20
47
66
65
49
38
61
23
42
39
32
55
49
72
31
53
58
41
56
62
38
59
41
64
47
53
29
39
59
46
43
37
54
39
51
20
55
53
42
48
45
28
38
42
57
65
55
46
73
44
50
50
66
42
43
37
55
36
63
41
62
47
49
40
58
60
61
50
26
56
68
62
64
51
50
49
60
47
45
33
52
25
52
45
51
45
40
55
38
32
46
62
58
38
55
30
40
48
47
21
42
38
66
22
64
65
55
36
38
29
49
41
35
59
26
68
29
59
47
57
57
54
45
68
42
59
68
56
27
28
43
44
57
45
51
35
45
57
37
68
39
44
25
42
73
46
50
66
67
54
32
38
57
60
57
49
55
47
38
63
63
50
37
30
49
41
60
59
46
76
20
36
23
44
43
65
52
65
58
51
33
56
48
29
16
58
39
60
57
56
61
68
55
51
31
63
39
52
47
66
46
23
55
49
51
50
39
62
34
17
41
46
68
31
58
62
54
49
49
49
50
22
38
24
60
57
30
51
69
47
23
59
41
47
39
51
69
47
60
69
55
54
67
51
36
54
62
41
53
43
48
59
56
52
44
47
66
44
72
32
59
32
34
53
39
44
32
35
74
60
44
43
42
53
37
59
71
61
50
37
41
46
28
75
48
41
52
52
39
34
56
47
61
44
46
48
67
40
43
59
43
49
50
48
50
41
77
44
23
46
59
45
47
27
45
31
37
37
28
61
71
47
58
67
50
48
57
20
40
45
60
40
59
41
51
60
65
49
42
51
61
54
44
36
42
39
24
66
58
44
47
54
30
36
57
43
53
67
72
59
51
60
50
42
31
44
34
69
50
46
35
27
39
49
60
76
49
63
47
50
37
48
36
38
27
28
34
50
63
50
38
62
66
58
57
50
55
70
45
77
59
44
63
50
57
33
49
60
41
65
59
30
60
31
62
69
47
53
43
56
59
49
43
24
51
63
59
54
59
60
51
40
58
47
51
41
38
57
48
28
67
42
44
39
71
56
61
61
60
54
50
47
42
44
29
46
38
49
42
65
35
56
35
55
52
36
37
53
58
69
66
35
38
48
24
47
63
28
65
53
44
40
61
50
19
31
42
39
31
59
47
73
60
41
52
55
33
56
48
57
45
40
54
36
37
57
59
46
29
49
48
60
75
40
65
42
64
67
41
47
47
58
66
16
70
68
56
67
53
72
49
61
68
59
64
59
42
68
33
47
58
59
74
56
49
69
66
51
60
61
38
62
36
46
66
41
43
54
30
20
15
43
44
50
64
22
46
72
44
54
63
36
68
31
64
39
44
49
55
62
30
36
51
52
44
49
57
52
54
63
46
41
39
33
61
50
30
40
76
50
55
63
54
56
40
37
68
53
57
53
59
42
43
71
53
60
48
41
16
26
32
41
29
34
71
38
68
42
56
23
38
64
34
45
45
74
36
35
61
70
49
75
49
21
38
27
61
39
56
38
38
51
34
53
48
71
37
53
55
67
61
46
36
41
46
61
66
74
42
37
46
60
37
65
63
65
54
38
44
60
44
33
43
54
52
61
50
67
58
29
36
52
33
50
52
48
53
63
46
45
36
47
29
49
36
40
47
36
54
60
69
42
68
51
56
42
66
56
69
64
32
43
63
31
36
44
68
49
48
40
42
29
43
48
56
41
34
44
35
68
70
39
66
47
62
34
56
64
55
46
36
45
61
44
42
49
70
62
46
39
64
35
52
59
42
37
30
50
53
42
38
56
36
35
64
29
45
43
64
60
34
50
57
33
81
40
36
61
28
43
60
46
55
61
48
56
47
51
32
49
73
71
43
39
27
36
68
46
26
67
52
39
54
36
24
50
65
59
56
42
39
38
38
37
28
21
58
51
29
46
60
57
43
32
49
43
39
39
34
47
32
66
32
42
49
50
37
18
63
41
52
51
58
37
55
51
38
39
51
57
45
59
64
49
49
63
57
59
70
44
31
63
38
60
53
74
34
46
46
55
49
48
43
41
56
42
35
46
64
48
27
43
48
44
47
55
57
37
30
62
57
54
56
49
43
56
50
52
64
33
41
27
67
26
31
65
56
56
36
38
32
53
55
50
72
16
44
14
75
51
44
29
46
49
45
59
51
41
35
52
30
59
65
57
54
37
51
47
34
32
61
44
56
34
52
61
43
52
76
50
54
36
37
71
72
63
39
67
47
31
36
59
