Unobstructed;Orthogonal planes;H-bonds bridging;exactmw;amw;lipinskiHBA;lipinskiHBD;NumRotatableBonds;NumHBD;NumHBA;NumHeavyAtoms;NumAtoms;NumHeteroatoms;NumAmideBonds;FractionCSP3;NumRings;NumAromaticRings;NumAliphaticRings;NumSaturatedRings;NumHeterocycles;NumAromaticHeterocycles;NumSaturatedHeterocycles;NumAliphaticHeterocycles;NumSpiroAtoms;NumBridgeheadAtoms;NumAtomStereoCenters;NumUnspecifiedAtomStereoCenters;labuteASA;tpsa;CrippenClogP;CrippenMR;chi0v;chi1v;chi2v;chi3v;chi4v;chi0n;chi1n;chi2n;chi3n;chi4n;hallKierAlpha;kappa1;kappa2;kappa3;Phi;exactmw;amw;lipinskiHBA;lipinskiHBD;NumRotatableBonds;NumHBD;NumHBA;NumHeavyAtoms;NumAtoms;NumHeteroatoms;NumAmideBonds;FractionCSP3;NumRings;NumAromaticRings;NumAliphaticRings;NumSaturatedRings;NumHeterocycles;NumAromaticHeterocycles;NumSaturatedHeterocycles;NumAliphaticHeterocycles;NumSpiroAtoms;NumBridgeheadAtoms;NumAtomStereoCenters;NumUnspecifiedAtomStereoCenters;labuteASA;tpsa;CrippenClogP;CrippenMR;chi0v;chi1v;chi2v;chi3v;chi4v;chi0n;chi1n;chi2n;chi3n;chi4n;hallKierAlpha;kappa1;kappa2;kappa3;Phi
1;0;0;160,0735589;160,169;4;2;6;2;2;11;23;4;0;0,714285714;0;0;0;0;0;0;0;0;0;0;0;0;64,84041542;74,6;1,1061;38,3566;6,246457678;3,562568667;1,281284334;1,281284334;0,729228146;6,246457678;3,562568667;1,281284334;1,281284334;0,729228146;-1,06;9,94;5,704344619;8,94;5,154653228;136,0637;136,154;3;1;1;1;2;10;18;3;1;0,142857;1;1;0;0;1;1;0;0;0;0;0;0;59,09232;41,99;1,04;38,5407;5,664863;2,974605;0,968994;0,968994;0,617055;5,664863;2,974605;0,968994;0,968994;0,617055;-1,38;6,736009;2,960888;1,85388;1,994457
1;0;0;174,0892089;174,196;4;2;7;2;2;12;26;4;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;71,20535753;74,6;1,4962;42,9736;6,953564459;4,062568667;1,531284334;1,531284334;0,906004841;6,953564459;4,062568667;1,531284334;1,531284334;0,906004841;-1,06;10,94;6,637839971;8,94;6,051497441;136,0637;136,154;3;1;1;1;2;10;18;3;1;0,142857;1;1;0;0;1;1;0;0;0;0;0;0;59,09232;41,99;1,04;38,5407;5,664863;2,974605;0,968994;0,968994;0,617055;5,664863;2,974605;0,968994;0,968994;0,617055;-1,38;6,736009;2,960888;1,85388;1,994457
0;0;0;188,104859;188,223;4;2;8;2;2;13;29;4;0;0,777777778;0;0;0;0;0;0;0;0;0;0;0;0;77,57029965;74,6;1,8863;47,5906;7,66067124;4,562568667;1,781284334;1,781284334;1,082781536;7,66067124;4,562568667;1,781284334;1,781284334;1,082781536;-1,06;11,94;7,581959098;10,94;6,963737817;136,0637;136,154;3;1;1;1;2;10;18;3;1;0,142857;1;1;0;0;1;1;0;0;0;0;0;0;59,09232;41,99;1,04;38,5407;5,664863;2,974605;0,968994;0,968994;0,617055;5,664863;2,974605;0,968994;0,968994;0,617055;-1,38;6,736009;2,960888;1,85388;1,994457
1;1;1;202,1205091;202,25;4;2;9;2;2;14;32;4;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;83,93524176;74,6;2,2764;52,2076;8,367778021;5,062568667;2,031284334;2,031284334;1,259558231;8,367778021;5,062568667;2,031284334;2,031284334;1,259558231;-1,06;12,94;8,534349381;10,94;7,888177214;136,0637;136,154;3;1;1;1;2;10;18;3;1;0,142857;1;1;0;0;1;1;0;0;0;0;0;0;59,09232;41,99;1,04;38,5407;5,664863;2,974605;0,968994;0,968994;0,617055;5,664863;2,974605;0,968994;0,968994;0,617055;-1,38;6,736009;2,960888;1,85388;1,994457
0;0;1;409,14895;409,432;4;2;6;2;3;30;51;6;1;0,208333333;4;3;1;1;1;0;1;1;0;0;3;3;172,5703071;60,77;4,8883;108,8176;16,08028562;9,749263724;5,559223598;5,559223598;3,961376033;16,08028562;9,749263724;5,559223598;5,559223598;3,961376033;-3,25;20,04030436;8,240840816;3,910448872;5,504965271;115,0633;115,132;3;2;1;1;2;8;17;3;0;0,8;1;0;1;1;1;0;1;1;0;0;1;1;47,69881;56,74;-2,5379;24,8214;4,592517;2,846753;1,473186;1,473186;0,988727;4,592517;2,846753;1,473186;1,473186;0,988727;-0,57;5,56459;2,132;0,979577;1,482963
0;0;1;409,14895;409,432;4;2;6;2;3;30;51;6;1;0,208333333;4;3;1;1;1;0;1;1;0;0;3;3;172,5703071;60,77;4,8883;108,8176;16,08028562;9,749263724;5,559223598;5,559223598;3,961376033;16,08028562;9,749263724;5,559223598;5,559223598;3,961376033;-3,25;20,04030436;8,240840816;3,910448872;5,504965271;68,03745;68,079;2;1;0;1;1;5;9;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;29,86021;28,68;0,4097;18,5877;2,679264;1,427081;0,405898;0,405898;0,215166;2,679264;1,427081;0,405898;0,405898;0,215166;-0,79;2,44753;0,884556;0,265162;0,432995
1;0;0;258,0528234;258,229;5;2;4;2;3;19;29;5;0;0;2;2;0;0;0;0;0;0;0;0;0;0;108,2434385;83,83;2,8753;66,8766;9,737974216;5,406444587;2,438235963;2,438235963;1,467191321;9,737974216;5,406444587;2,438235963;2,438235963;1,467191321;-2,82;12,63210542;5,220494472;3,096934477;3,470833501;182,0844;182,226;2;0;2;0;2;14;24;2;0;0;2;2;0;0;2;2;0;0;0;0;0;0;82,96807;25,78;2,647;57,402;7,66793;4,431513;1,880441;1,880441;1,141562;7,66793;4,431513;1,880441;1,880441;1,141562;-1,96;8,629973;4,325415;2,263272;2,666301
1;0;0;205,0375077;205,169;5;1;2;1;3;15;22;5;2;0,1;2;1;1;0;1;0;0;1;0;0;0;0;84,92397415;74,68;0,3672;49,4448;7,63567992;4,280324255;2,171559585;2,171559585;1,5179954;7,63567992;4,280324255;2,171559585;2,171559585;1,5179954;-2,17;9,387539673;3,197887033;1,375316;2,001352759;95,04835;95,105;3;2;0;1;3;7;12;3;0;0;1;1;0;0;1;1;0;0;0;0;0;0;41,21059;51,8;0,0588;26,4444;3,703828;1,918953;0,585745;0,585745;0,310623;3,703828;1,918953;0,585745;0,585745;0,310623;-1,12;4,050068;1,552052;0,855122;0,897988
1;0;1;95,04834716;95,105;3;2;0;1;3;7;12;3;0;0;1;1;0;0;1;1;0;0;0;0;0;0;41,21058978;51,8;0,0588;26,4444;3,703828268;1,918953176;0,585745044;0,585745044;0,310622611;3,703828268;1,918953176;0,585745044;0,585745044;0,310622611;-1,12;4,050068027;1,552052461;0,855121687;0,897988293;332,0281;332,224;10;2;4;2;8;24;32;10;0;0,142857;3;3;0;0;2;2;0;0;0;0;0;0;129,6504;152,74;-1,9184;80,1576;11,80726;6,560649;3,64668;3,64668;2,631228;11,80726;6,560649;3,64668;3,64668;2,631228;-3,56;15,34008;4,978074;2,039523;3,181836
1;1;0;224,0698109;224,223;5;0;2;0;5;17;25;5;0;0;3;3;0;0;3;3;0;0;0;0;0;0;97,18696629;64,7;2,1936;60,76;8,815904826;5,076291317;2,241973848;2,241973848;1,435076697;8,815904826;5,076291317;2,241973848;2,241973848;1,435076697;-2,56;9,650773083;4,13042104;1,898287646;2,344809188;138,0317;138,122;3;2;1;2;2;10;16;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;57,54633;57,53;1,0904;35,0661;5,112077;2,722705;1,093105;1,093105;0,638942;5,112077;2,722705;1,093105;1,093105;0,638942;-1,51;6,607786;2,389633;1,253905;1,579018
1;0;0;204,0435961;204,192;4;0;0;0;4;16;20;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;91,81216847;95,16;0,08232;54,96;8,098255459;4,215794396;1,909464044;1,909464044;1,111760091;8,098255459;4,215794396;1,909464044;1,909464044;1,111760091;-3,08;10,99739938;4,965017856;2,045581353;3,412642769;292,0129;292,388;2;0;0;0;4;20;28;4;0;0;5;5;0;0;3;3;0;0;0;0;0;0;121,8781;25,78;5,2124;87,81;11,96272;8,104753;5,610485;5,610485;4,705226;10,32973;6,345447;3,617466;3,617466;2,718782;-2,04;10,71256;3,745901;1,273503;2,00641
0;0;0;332,1987594;332,44;4;0;3;0;4;24;52;4;0;0,6;2;0;2;1;1;0;1;1;0;0;4;4;144,1428145;52,6;4,1186;93,21;15,13262868;8,762463734;4,947854488;4,947854488;3,165216345;15,13262868;8,762463734;4,947854488;4,947854488;3,165216345;-1,84;18,49796582;7,821097053;4,163708651;6,028099416;318,1831;318,413;4;0;2;0;4;23;49;4;0;0,578947;2;0;2;1;1;0;1;1;0;0;3;3;137,7779;52,6;3,7285;88,593;14,42552;8,224459;4,404518;4,404518;3,018479;14,42552;8,224459;4,404518;4,404518;3,018479;-1,84;17,51287;7,155656;4,122255;5,448523
1;1;0;204,0435961;204,192;4;0;0;0;4;16;20;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;91,81216847;95,16;0,08232;54,96;8,098255459;4,215794396;1,909464044;1,909464044;1,111760091;8,098255459;4,215794396;1,909464044;1,909464044;1,111760091;-3,08;10,99739938;4,965017856;2,045581353;3,412642769;301,9352;302,47;0;0;0;0;4;18;24;4;0;0;5;5;0;0;4;4;0;0;0;0;0;0;118,7195;0;6,5454;87,974;12,36308;8,987166;7,658462;7,658462;6,996485;9,097095;5,594867;3,26906;3,26906;2,469056;-0,94;9,920953;3,332651;1,141916;1,836837
1;1;0;301,9352342;302,47;0;0;0;0;4;18;24;4;0;0;5;5;0;0;4;4;0;0;0;0;0;0;118,7195143;0;6,5454;87,974;12,3630811;8,987165651;7,658461822;7,658461822;6,996485237;9,097094777;5,594866866;3,269059766;3,269059766;2,46905628;-0,94;9,920952608;3,332650617;1,141915564;1,836837157;276,0059;276,152;4;0;0;0;4;20;20;8;0;0;1;1;0;0;0;0;0;0;0;0;0;0;108,4743;95,16;0,63872;54,792;9,300712;4,650356;2,210589;2,210589;1,344277;9,300712;4,650356;2,210589;2,210589;1,344277;-3,36;14,7001;5,521251;2,028892;4,058146
0;0;1;414,1619799;414,504;2;2;4;2;2;32;54;2;0;0,066666667;4;4;0;0;0;0;0;0;0;0;0;0;188,3792567;40,46;4,8654;127,3176;17,44143257;10,33994801;5,31555799;5,31555799;3,582830641;17,44143257;10,33994801;5,31555799;5,31555799;3,582830641;-4,08;21,16345429;9,376060199;4,337218323;6,200931921;162,1157;162,236;2;0;1;0;2;12;26;2;0;0,5;2;1;1;1;2;1;1;1;0;0;1;1;73,22976;16,13;1,8483;48,842;7,402499;4,478978;2,589629;2,589629;1,904487;7,402499;4,478978;2,589629;2,589629;1,904487;-0,89;7,743336;3,232934;1,344571;2,086141
1;0;0;293,8964891;293,96;0;0;0;0;0;12;12;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;77,52091826;0;2,9867;38,949;7,425285129;3,712642565;2,103335849;2,103335849;1,051667924;5,267786838;2,633893419;1,156232424;1,156232424;0,578116212;-0,4;9,686206897;3,153719008;1,27480609;2,545631234;227,0405;227,288;2;0;2;0;3;16;25;3;0;0;3;3;0;0;3;3;0;0;0;0;0;0;97,19993;26,03;4,0701;65,252;9,276359;5,791011;3,48374;3,48374;2,540169;8,459863;4,974515;2,334861;2,334861;1,5604;-1,87;9,362738;3,944786;1,655209;2,308375
1;0;0;293,8964891;293,96;0;0;0;0;0;12;12;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;77,52091826;0;2,9867;38,949;7,425285129;3,712642565;2,103335849;2,103335849;1,051667924;5,267786838;2,633893419;1,156232424;1,156232424;0,578116212;-0,4;9,686206897;3,153719008;1,27480609;2,545631234;243,0176;243,356;1;0;2;0;3;16;25;3;0;0;3;3;0;0;3;3;0;0;0;0;0;0;102,046;12,89;4,5386;70,863;10,09286;6,670664;4,534825;4,534825;3,406468;8,459863;4,974515;2,334861;2,334861;1,5604;-1,45;9,753165;4,196949;1,793846;2,558346
0;0;0;227,0404849;227,288;2;0;2;0;3;16;25;3;0;0;3;3;0;0;3;3;0;0;0;0;0;0;97,19993205;26,03;4,0701;65,252;9,27635918;5,791011396;3,483739607;3,483739607;2,540169418;8,459862599;4,974514815;2,33486095;2,33486095;1,560400313;-1,87;9,362738187;3,94478647;1,655209103;2,308375183;293,9138;294,004;6;0;2;0;4;13;16;7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;85,99919;86,28;2,1076;52,4678;8,294934;4,177293;1,911761;1,911761;1,407999;6,137436;3,098543;1,288945;1,288945;0,769884;-1,25;9,835106;3,642404;2,341111;2,755648
1;0;0;363,9183674;364,026;0;0;0;0;0;17;20;7;0;0,2;1;1;0;0;0;0;0;0;0;0;0;0;106,1454475;0;4,4682;57,344;10,03530041;5,133675609;2,048936785;2,048936785;1,393048889;7,877802119;4,054926463;1,779249499;1,779249499;1,081640834;-0,91;14,1521504;4,758936428;3,798572105;3,961716712;227,0405;227,288;2;0;2;0;3;16;25;3;0;0;3;3;0;0;3;3;0;0;0;0;0;0;97,19993;26,03;4,0701;65,252;9,276359;5,791011;3,48374;3,48374;2,540169;8,459863;4,974515;2,334861;2,334861;1,5604;-1,87;9,362738;3,944786;1,655209;2,308375
1;1;0;317,8964891;317,982;0;0;0;0;0;14;14;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;89,25002788;0;3,1261;47,13;8,425285129;4,212642565;1,651736698;1,651736698;1,031580331;6,267786838;3,133893419;1,382049411;1,382049411;0,761893044;-0,84;11,23598784;4,125446455;1,68335662;3,310961872;227,0405;227,288;2;0;2;0;3;16;25;3;0;0;3;3;0;0;3;3;0;0;0;0;0;0;97,19993;26,03;4,0701;65,252;9,276359;5,791011;3,48374;3,48374;2,540169;8,459863;4,974515;2,334861;2,334861;1,5604;-1,87;9,362738;3,944786;1,655209;2,308375
0;0;0;380,2576116;380,536;5;1;5;1;3;28;60;5;2;0,52173913;4;2;2;1;2;1;1;1;0;0;3;3;167,5361176;40,51;3,5911;114,8557;17,3184387;10,54049255;6,626922078;6,626922078;5,290110072;17,3184387;10,54049255;6,626922078;6,626922078;5,290110072;-2,27;19,06412017;7,627001067;3,115631131;5,192930889;437,1409;437,521;7;3;7;2;5;31;54;8;0;0,173913;4;4;0;0;1;1;0;0;0;0;1;1;179,9119;109,91;1,0004;118,1839;18,01761;11,37231;7,06419;7,06419;5,455839;17,20112;9,825987;5,408306;5,408306;3,916612;-3,36;20,89435;8,051062;3,993515;5,426508
0;0;1;175,0633285;175,187;3;2;2;2;1;13;22;3;0;0,1;2;2;0;0;1;1;0;0;0;0;0;0;75,00786815;53,09;1,795;49,6385;6,949320013;4,039538263;2,016595874;2,016595874;1,440794383;6,949320013;4,039538263;2,016595874;2,016595874;1,440794383;-1,77;7,857386378;2,935678423;1,402156142;1,774366127;123,0796;123,159;3;2;0;1;3;9;18;3;0;0,333333;1;1;0;0;1;1;0;0;0;0;0;0;53,94047;51,8;0,67564;35,9184;5,549128;2,760453;0,99958;0,99958;0,753224;5,549128;2,760453;0,99958;0,99958;0,753224;-1,12;6,006904;2,009487;1,384109;1,3412
0;0;1;203,0946287;203,241;3;2;4;2;1;15;28;3;0;0,25;2;2;0;0;1;1;0;0;0;0;0;0;87,73775238;53,09;2,5752;58,8725;8,363533575;5,039538263;2,511676158;2,511676158;1,768517122;8,363533575;5,039538263;2,511676158;2,511676158;1,768517122;-1,77;9,772438772;4,170877177;2,180072297;2,717309456;123,0796;123,159;3;2;0;1;3;9;18;3;0;0,333333;1;1;0;0;1;1;0;0;0;0;0;0;53,94047;51,8;0,67564;35,9184;5,549128;2,760453;0,99958;0,99958;0,753224;5,549128;2,760453;0,99958;0,99958;0,753224;-1,12;6,006904;2,009487;1,384109;1,3412
1;0;0;186,0680796;186,21;2;2;1;2;2;14;24;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;82,07696483;40,46;2,7648;55,2076;7,513229345;4,339948006;2,067942756;2,067942756;1,307760446;7,513229345;4,339948006;2,067942756;2,067942756;1,307760446;-1,96;8,629973277;3,419506492;1,689069008;2,107874975;113,0841;113,16;2;1;0;1;1;8;19;2;1;0,833333;1;0;1;1;1;0;1;1;0;0;0;0;49,26951;29,1;0,6766;31,4777;4,943782;3,161231;1,402784;1,402784;0,90353;4,943782;3,161231;1,402784;1,402784;0,90353;-0,53;5,603869;2,698436;1,523476;1,89021
0;0;1;94,05309819;94,117;2;2;0;1;2;7;13;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;41,9909418;38,91;0,6638;28,6494;3,833964941;2,059155957;0,687769894;0,687769894;0,375967252;3,833964941;2,059155957;0,687769894;0,687769894;0,375967252;-1,05;4,118067227;1,598931215;0,891824957;0,940643748;186,0681;186,21;2;2;1;2;2;14;24;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;82,07696;40,46;2,7648;55,2076;7,513229;4,339948;2,067943;2,067943;1,30776;7,513229;4,339948;2,067943;2,067943;1,30776;-1,96;8,629973;3,419506;1,689069;2,107875
1;0;0;110,0367794;110,112;2;2;0;2;2;8;14;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;47,01987062;40,46;1,0978;29,7716;4,203828268;2,268580801;0,829737489;0,829737489;0,49303061;4,203828268;2,268580801;0,829737489;0,829737489;0,49303061;-1,18;4,966627566;1,738120536;0,904141896;1,079074671;270,0793;270,291;3;0;0;0;3;21;31;3;0;0;5;5;0;0;2;2;0;0;0;0;0;0;118,9652;34,37;3,5919;85,166;11,07618;6,887542;4,139893;4,139893;3,238241;11,07618;6,887542;4,139893;4,139893;3,238241;-2,94;10,80102;3,579697;1,231183;1,841161
1;1;0;110,0367794;110,112;2;2;0;2;2;8;14;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;47,01987062;40,46;1,0978;29,7716;4,203828268;2,268580801;0,849709243;0,849709243;0,452632399;4,203828268;2,268580801;0,849709243;0,849709243;0,452632399;-1,18;4,966627566;1,738120536;0,904141896;1,079074671;270,0793;270,291;3;0;0;0;3;21;31;3;0;0;5;5;0;0;2;2;0;0;0;0;0;0;118,9652;34,37;3,5919;85,166;11,07618;6,887542;4,139893;4,139893;3,238241;11,07618;6,887542;4,139893;4,139893;3,238241;-2,94;10,80102;3,579697;1,231183;1,841161
1;0;1;110,0367794;110,112;2;2;0;2;2;8;14;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;47,01987062;40,46;1,0978;29,7716;4,203828268;2,268580801;0,829737489;0,829737489;0,49303061;4,203828268;2,268580801;0,829737489;0,829737489;0,49303061;-1,18;4,966627566;1,738120536;0,904141896;1,079074671;271,0746;271,279;4;0;0;0;4;21;30;4;0;0;5;5;0;0;3;3;0;0;0;0;0;0;118,1849;47,26;2,9869;82,961;10,94604;6,747339;4,009692;4,009692;3,12583;10,94604;6,747339;4,009692;4,009692;3,12583;-3,01;10,73909;3,548154;1,217799;1,814473
1;0;1;108,0687483;108,144;2;4;0;2;2;8;16;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;48,11118451;52,04;0,851;35,2668;4,464101615;2,398717474;0,936467026;0,936467026;0,496011291;4,464101615;2,398717474;0,936467026;0,936467026;0,496011291;-1,18;4,966627566;1,738120536;0,904141896;1,079074671;146,1307;146,23;2;2;7;2;2;10;28;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;62,88231;40,46;1,3116;41,8736;6,551281;4,132456;1,566228;1,566228;0,930714;6,551281;4,132456;1,566228;1,566228;0,930714;-0,08;9,92;8,92;7,92;8,84864
1;0;1;108,0687483;108,144;2;4;0;2;2;8;16;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;48,11118451;52,04;0,851;35,2668;4,464101615;2,398717474;0,936467026;0,936467026;0,496011291;4,464101615;2,398717474;0,936467026;0,936467026;0,496011291;-1,18;4,966627566;1,738120536;0,904141896;1,079074671;174,162;174,284;2;2;9;2;2;12;34;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;75,6122;40,46;2,0918;51,1076;7,965495;5,132456;2,066228;2,066228;1,284267;7,965495;5,132456;2,066228;2,066228;1,284267;-0,08;11,92;10,92;9,92;10,8472
0;0;1;358,1429758;358,401;6;1;3;1;5;27;45;6;0;0,19047619;5;4;1;0;4;3;0;1;0;0;1;1;155,0558223;75,02;3,5831;102,7127;14,84585362;9,020281634;5,063238217;5,063238217;3,756406711;14,84585362;9,020281634;5,063238217;5,063238217;3,756406711;-3,41;15,81455594;6,087565889;2,444663121;3,565635233;46,04186;46,069;1;0;0;0;1;3;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;20,21774;9,23;0,2626;12,933;2,408248;0,816497;0;0;0;2,408248;0,816497;0;0;0;-0,04;2,96;1,96;1,96;1,933867
1;0;0;206,9426774;207,66;5;0;2;0;4;10;16;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;64,80051566;71,52;-0,6386;37,3796;7,663589919;6,052027411;4,693389014;4,693389014;2,213479104;5,274667811;2,01734247;0,521487668;0,521487668;0,245942123;0,15;10,15;2,647957717;2,822390726;2,687677082;264,1573;264,318;6;0;0;0;6;18;42;6;0;1;1;0;1;1;1;0;1;1;0;0;0;0;108,4291;55,38;0,0996;64,914;10,93477;6,464102;2,232051;2,232051;1,319479;10,93477;6,464102;2,232051;2,232051;1,319479;-0,24;15,81631;13,19777;10,88537;11,59666
0;0;0;186,9972998;187,242;5;0;2;0;4;10;19;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;60,75052071;71,52;-1,1626;37,4506;7,5296965;5,992148453;4,426958208;4,426958208;2,213479104;5,896703338;2,295525215;0,934078091;0,934078091;0,245942123;-0,14;9,86;2,478798331;2,629670893;2,444095155;264,1573;264,318;6;0;0;0;6;18;42;6;0;1;1;0;1;1;1;0;1;1;0;0;0;0;108,4291;55,38;0,0996;64,914;10,93477;6,464102;2,232051;2,232051;1,319479;10,93477;6,464102;2,232051;2,232051;1,319479;-0,24;15,81631;13,19777;10,88537;11,59666
0;0;0;172,9816497;173,215;5;1;2;1;4;9;16;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;54,17560711;80,31;-1,5048;32,8233;6,582482905;5,674234614;2,724744871;2,724744871;2,474744871;4,949489743;1,891411538;0,30274943;0,30274943;0,274971652;-0,14;8,86;2,236602677;7,86;2,201811079;312,1573;312,362;6;0;0;0;6;22;46;6;0;0,625;2;1;1;0;1;0;0;1;0;0;0;0;130,7563;55,38;1,5242;80,708;12,82996;7,62235;2,935657;2,935657;1,871553;12,82996;7,62235;2,935657;2,935657;1,871553;-1,34;17,02082;11,25695;7,085013;8,709203
0;0;0;124,0524295;124,139;2;0;0;0;2;9;17;2;0;0,285714286;1;1;0;0;1;1;0;0;0;0;0;0;53,12762627;30,21;1,25664;34,452;5,471197119;2,767072974;1,013019337;1,013019337;0,755197826;5,471197119;2,767072974;1,013019337;1,013019337;0,755197826;-1,05;6,075786164;2,052062092;1,420257084;1,385321163;274,0226;274,188;8;2;2;2;6;20;26;8;0;0;3;2;1;0;0;0;0;0;0;0;0;0;110,3771;126,74;2,5616;67,5104;9,731249;5,446091;3,216099;3,216099;2,415425;9,731249;5,446091;3,216099;3,216099;2,415425;-3,16;11,90394;3,667704;1,295604;2,183006
1;1;1;183,9947558;184,063;1;1;0;1;1;12;13;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;63,05331389;20,23;2,0877;27,8968;5,337035961;2,66851798;1,186631558;1,186631558;0,593315779;5,337035961;2,66851798;1,186631558;1,186631558;0,593315779;-1,33;8,763720712;2,615733349;0,99244577;1,910296377;183,0107;183,079;1;2;0;1;1;12;14;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;63,59897;26,02;1,9643;30,6444;5,467173;2,733586;1,243759;1,243759;0,62188;5,467173;2,733586;1,243759;1,243759;0,62188;-1,33;8,763721;2,615733;0,992446;1,910296
0;0;1;107,0734993;107,156;1;2;0;1;1;8;17;1;0;0,142857143;1;1;0;0;0;0;0;0;0;0;0;0;49,13623593;26,02;1,57722;35,5914;4,886751346;2,61004234;1,042129458;1,042129458;0,67012099;4,886751346;2,61004234;1,042129458;1,042129458;0,67012099;-0,98;5,162450142;1,864622199;0,997109257;1,203252392;426,1831;426,512;4;4;7;4;4;32;58;4;0;0,142857;4;4;0;0;0;0;0;0;0;0;2;2;187,2394;80,92;3,5804;123,7792;17,49056;10,51703;6,010716;6,010716;4,242303;17,49056;10,51703;6,010716;6,010716;4,242303;-3,28;21,93333;9,066934;3,742933;6,214626
1;0;1;180,0647255;180,167;6;1;0;1;5;13;21;6;0;0,285714286;2;2;0;0;2;2;0;0;0;0;0;0;72,45404342;72,68;-1,0397;46,5757;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;7,235487637;3,717583495;2,029396146;2,029396146;1,268923286;-1,85;7,781340073;2,317238171;0,850794084;1,387016787;248,0829;248,717;4;4;2;2;4;17;30;5;0;0,166667;2;2;0;0;1;1;0;0;0;0;0;0;104,6407;77,82;2,5238;70,6808;10,19953;5,670752;2,748994;2,748994;1,859194;9,4436;5,292787;2,497018;2,497018;1,733205;-1,81;11,66887;4,590611;2,313468;3,151015
1;0;1;166,0266087;166,132;4;2;2;2;2;12;18;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;68,07279905;74,6;1,083;40,3606;6,020324849;3,176829091;1,37880133;1,37880133;0,755381829;6,020324849;3,176829091;1,37880133;1,37880133;0,755381829;-1,84;8,258425197;3,04193048;1,601892952;2,093462943;268,1324;268,32;5;1;4;1;5;20;36;5;0;0,2;3;3;0;0;2;2;0;0;0;0;0;0;116,7122;55,87;2,19022;75,5018;11,26908;6,450127;3,236351;3,236351;2,329228;11,26908;6,450127;3,236351;3,236351;2,329228;-2,56;12,47262;5,205089;2,563269;3,246054
1;0;1;89,99530854;90,034;4;2;0;2;2;6;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,01570485;74,6;-0,8444;15,2716;2,710923772;1,105461886;0,18295376;0,18295376;0;2,710923772;1,105461886;0,18295376;0,18295376;0;-1,06;4,94;1,395522956;1,280136054;1,148980567;88,06366;88,11;3;2;0;2;1;6;14;3;2;0,666667;0;0;0;0;0;0;0;0;0;0;0;0;36,73038;41,13;-0,4548;23,5154;3,908248;1,704124;0,454124;0,454124;0,125;3,908248;1,704124;0,454124;0,454124;0,125;-0,73;5,27;2,504192;1,57581;2,199515
0;0;1;179,1187488;179,204;4;0;3;0;1;11;29;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;69,30169064;26,79;0,7793;48,6675;9,091529863;5,031004131;4,689631733;4,689631733;3,219937888;8,197102672;3,465855759;1,563210578;1,563210578;1,073312629;0,11;11,11;3,675013856;2,027477127;3,711763995;302,0175;302,198;9;1;3;1;6;22;28;9;0;0;3;3;0;0;1;1;0;0;0;0;0;0;120,2157;136,72;3,1006;73,9881;10,67788;5,906224;3,193428;3,193428;2,267343;10,67788;5,906224;3,193428;3,193428;2,267343;-3,49;13,4911;4,515921;1,917595;2,769307
1;0;1;192,0270026;192,123;7;4;5;4;4;13;21;7;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;72,22546291;132,13;-1,2485;37,0912;6,427812816;3,171013189;1,285437025;1,285437025;0,714077322;6,427812816;3,171013189;1,285437025;1,285437025;0,714077322;-1,63;11,37;3,853986625;3,518164452;3,370755995;194,0804;194,194;6;0;0;0;6;14;24;6;0;0,375;2;2;0;0;2;2;0;0;0;0;0;0;79,02896;61,82;-1,0293;51,196;8,182701;4,107928;2,316513;2,316513;1,47118;8,182701;4,107928;2,316513;2,316513;1,47118;-1,85;8,735233;2,567948;0,875774;1,602259
