Unobstructed;Orthogonal planes;H-bonds bridging;exactmw;amw;lipinskiHBA;lipinskiHBD;NumRotatableBonds;NumHBD;NumHBA;NumHeavyAtoms;NumAtoms;NumHeteroatoms;NumAmideBonds;FractionCSP3;NumRings;NumAromaticRings;NumAliphaticRings;NumSaturatedRings;NumHeterocycles;NumAromaticHeterocycles;NumSaturatedHeterocycles;NumAliphaticHeterocycles;NumSpiroAtoms;NumBridgeheadAtoms;NumAtomStereoCenters;NumUnspecifiedAtomStereoCenters;labuteASA;tpsa;CrippenClogP;CrippenMR;chi0v;chi1v;chi2v;chi3v;chi4v;chi0n;chi1n;chi2n;chi3n;chi4n;hallKierAlpha;kappa1;kappa2;kappa3;Phi;exactmw;amw;lipinskiHBA;lipinskiHBD;NumRotatableBonds;NumHBD;NumHBA;NumHeavyAtoms;NumAtoms;NumHeteroatoms;NumAmideBonds;FractionCSP3;NumRings;NumAromaticRings;NumAliphaticRings;NumSaturatedRings;NumHeterocycles;NumAromaticHeterocycles;NumSaturatedHeterocycles;NumAliphaticHeterocycles;NumSpiroAtoms;NumBridgeheadAtoms;NumAtomStereoCenters;NumUnspecifiedAtomStereoCenters;labuteASA;tpsa;CrippenClogP;CrippenMR;chi0v;chi1v;chi2v;chi3v;chi4v;chi0n;chi1n;chi2n;chi3n;chi4n;hallKierAlpha;kappa1;kappa2;kappa3;Phi
1;1;1;143,0250249;143,577;3;2;0;1;3;9;15;4;0;0,2;1;1;0;0;1;1;0;0;0;0;0;0;57,87879812;51,8;1,02062;36,1914;5,683021148;2,827399304;1,033875857;1,033875857;0,796530407;4,927092202;2,449434831;0,840251486;0,840251486;0,552035007;-0,83;6,292399021;2,187676681;1,536009478;1,529526067;136,0524;136,15;2;1;1;1;1;10;18;2;0;0,125;1;1;0;0;0;0;0;0;0;0;0;0;59,11704;37,3;1,69322;38,1383;5,664863;2,999098;1,265024;1,265024;0,778094;5,664863;2,999098;1,265024;1,265024;0,778094;-1,31;6,805075;2,518544;1,345016;1,713888
1;0;0;143,0250249;143,577;3;2;0;1;3;9;15;4;0;0,2;1;1;0;0;1;1;0;0;0;0;0;0;57,87879812;51,8;1,02062;36,1914;5,683021148;2,827399304;1,033875857;1,033875857;0,796530407;4,927092202;2,449434831;0,840251486;0,840251486;0,552035007;-0,83;6,292399021;2,187676681;1,536009478;1,529526067;167,0219;167,12;5;1;2;1;3;12;17;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;67,40508;80,44;1,293;40,0557;5,928573;3,087853;1,303923;1,303923;0,752505;5,928573;3,087853;1,303923;1,303923;0,752505;-1,91;8,189108;2,99667;1,570829;2,045005
0;0;1;143,0250249;143,577;3;2;0;1;3;9;15;4;0;0,2;1;1;0;0;1;1;0;0;0;0;0;0;57,87879812;51,8;1,02062;36,1914;5,683021148;2,827399304;1,033875857;1,033875857;0,796530407;4,927092202;2,449434831;0,840251486;0,840251486;0,552035007;-0,83;6,292399021;2,187676681;1,536009478;1,529526067;155,9978;156,568;2;1;1;1;1;10;15;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;63,05537;37,3;2,0382;38,4113;5,798756;3,066045;1,343149;1,343149;0,718454;5,042827;2,68808;1,091172;1,091172;0,592466;-1,02;7,091359;2,708944;1,481523;1,92101
1;1;0;143,0250249;143,577;3;2;0;1;3;9;15;4;0;0,2;1;1;0;0;1;1;0;0;0;0;0;0;57,87879812;51,8;1,02062;36,1914;5,683021148;2,827399304;1,033875857;1,033875857;0,796530407;4,927092202;2,449434831;0,840251486;0,840251486;0,552035007;-0,83;6,292399021;2,187676681;1,536009478;1,529526067;152,0473;152,149;3;1;2;1;2;11;19;3;0;0,125;1;1;0;0;0;0;0;0;0;0;0;0;64,23059;46,53;1,3934;39,9533;6,073111;3,111471;1,336969;1,336969;0,733596;6,073111;3,111471;1,336969;1,336969;0,733596;-1,51;7,595374;3,053138;1,703179;2,108157
0;0;1;155,9978071;156,568;2;1;1;1;1;10;15;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;63,05536731;37,3;2,0382;38,4113;5,798756382;3,072027922;1,433853673;1,433853673;0,851216913;5,042827436;2,694063449;1,104265452;1,104265452;0,634649987;-1,02;7,091358575;2,708944457;1,277154529;1,92100965;123,0796;123,159;3;2;0;1;3;9;18;3;0;0,333333;1;1;0;0;1;1;0;0;0;0;0;0;53,94047;51,8;0,67564;35,9184;5,549128;2,760453;0,99958;0,99958;0,753224;5,549128;2,760453;0,99958;0,99958;0,753224;-1,12;6,006904;2,009487;1,384109;1,3412
0;0;1;136,0524295;136,15;2;1;1;1;1;10;18;2;0;0,125;1;1;0;0;0;0;0;0;0;0;0;0;59,1170432;37,3;1,69322;38,1383;5,664862963;3,005081212;1,375475575;1,375475575;0,812857638;5,664862963;3,005081212;1,375475575;1,375475575;0,812857638;-1,31;6,805074799;2,518544061;1,155696384;1,713888072;123,0796;123,159;3;2;0;1;3;9;18;3;0;0,333333;1;1;0;0;1;1;0;0;0;0;0;0;53,94047;51,8;0,67564;35,9184;5,549128;2,760453;0,99958;0,99958;0,753224;5,549128;2,760453;0,99958;0,99958;0,753224;-1,12;6,006904;2,009487;1,384109;1,3412
1;0;1;136,0524295;136,15;2;1;1;1;1;10;18;2;0;0,125;1;1;0;0;0;0;0;0;0;0;0;0;59,1170432;37,3;1,69322;38,1383;5,664862963;2,999098148;1,265023772;1,265023772;0,778093686;5,664862963;2,999098148;1,265023772;1,265023772;0,778093686;-1,31;6,805074799;2,518544061;1,345015863;1,713888072;123,0796;123,159;3;2;0;1;3;9;18;3;0;0,333333;1;1;0;0;1;1;0;0;0;0;0;0;53,94047;51,8;0,67564;35,9184;5,549128;2,760453;0,99958;0,99958;0,753224;5,549128;2,760453;0,99958;0,99958;0,753224;-1,12;6,006904;2,009487;1,384109;1,3412
1;0;0;123,0796473;123,159;3;2;0;1;3;9;18;3;0;0,333333333;1;1;0;0;1;1;0;0;0;0;0;0;53,94047401;51,8;0,67564;35,9184;5,549127729;2,760452595;0,999580267;0,999580267;0,753224319;5,549127729;2,760452595;0,999580267;0,999580267;0,753224319;-1,12;6,006903553;2,009487457;1,384108997;1,341199705;167,0219;167,12;5;1;2;1;3;12;17;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;67,40508;80,44;1,293;40,0557;5,928573;3,087853;1,303923;1,303923;0,752505;5,928573;3,087853;1,303923;1,303923;0,752505;-1,91;8,189108;2,99667;1,570829;2,045005
0;0;1;123,0796473;123,159;3;2;0;1;3;9;18;3;0;0,333333333;1;1;0;0;1;1;0;0;0;0;0;0;53,94047401;51,8;0,67564;35,9184;5,549127729;2,760452595;0,999580267;0,999580267;0,753224319;5,549127729;2,760452595;0,999580267;0,999580267;0,753224319;-1,12;6,006903553;2,009487457;1,384108997;1,341199705;155,9978;156,568;2;1;1;1;1;10;15;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;63,05537;37,3;2,0382;38,4113;5,798756;3,066045;1,343149;1,343149;0,718454;5,042827;2,68808;1,091172;1,091172;0,592466;-1,02;7,091359;2,708944;1,481523;1,92101
1;0;0;167,0218576;167,12;5;1;2;1;3;12;17;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;67,40507681;80,44;1,293;40,0557;5,928573139;3,087853317;1,325073797;1,325073797;0,725723238;5,928573139;3,087853317;1,325073797;1,325073797;0,725723238;-1,91;8,189108028;2,996670139;1,570828976;2,045004624;123,0796;123,159;3;2;0;1;3;9;18;3;0;0,333333;1;1;0;0;1;1;0;0;0;0;0;0;53,94047;51,8;0,67564;35,9184;5,549128;2,760453;0,99958;0,99958;0,753224;5,549128;2,760453;0,99958;0,99958;0,753224;-1,12;6,006904;2,009487;1,384109;1,3412
1;1;0;182,0480128;182,182;3;0;0;0;3;14;20;3;0;0;3;2;1;0;2;2;0;0;0;0;0;0;80,44842635;42,85;1,688;50,9005;7,266777097;4,328419123;2,328980685;2,328980685;1,699549538;7,266777097;4,328419123;2,328980685;2,328980685;1,699549538;-2,03;7,380989599;2,479705374;0,784864655;1,307334255;401,8026;401,866;0;0;0;0;0;12;12;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;92,61722;0;3,4522;51,708;9,582783;4,791392;3,050439;3,050439;1,52522;5,267787;2,633893;1,156232;1,156232;0,578116;0,4;10,48065;3,641966;1,54351;3,180846
1;1;0;210,0429274;210,192;4;0;0;0;4;16;22;4;0;0;3;2;1;0;2;2;0;0;0;0;0;0;90,97489056;59,92;1,5226;56,129;8,175025387;4,782543268;2,535209424;2,535209424;1,799089473;8,175025387;4,782543268;2,535209424;2,535209424;1,799089473;-2,36;8,909124352;3,064489165;1,03743488;1,70636969;401,8026;401,866;0;0;0;0;0;12;12;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;92,61722;0;3,4522;51,708;9,582783;4,791392;3,050439;3,050439;1,52522;5,267787;2,633893;1,156232;1,156232;0,578116;0,4;10,48065;3,641966;1,54351;3,180846
1;1;0;214,1218464;214,272;4;0;1;0;4;16;30;4;0;0,333333333;2;2;0;0;2;2;0;0;0;0;0;0;94,82685771;51,56;2,16728;62,006;9,94355492;5,19355492;2,164568442;2,164568442;1,651884793;9,94355492;5,19355492;2,164568442;2,164568442;1,651884793;-1,84;10,67029998;3,962630036;2,21302584;2,6426532;401,8026;401,866;0;0;0;0;0;12;12;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;92,61722;0;3,4522;51,708;9,582783;4,791392;3,050439;3,050439;1,52522;5,267787;2,633893;1,156232;1,156232;0,578116;0,4;10,48065;3,641966;1,54351;3,180846
1;0;0;242,0691422;242,234;5;2;3;2;4;18;28;5;0;0;2;2;0;0;0;0;0;0;0;0;0;0;103,0502069;82,25;3,5058;65,6841;9,315904826;5,19726881;2,247678803;2,247678803;1,367659816;9,315904826;5,19726881;2,247678803;2,247678803;1,367659816;-2,69;11,78545994;5,093268885;2,704274426;3,334806468;96,06875;96,133;2;1;0;1;1;7;15;2;0;0,4;1;1;0;0;1;1;0;0;0;0;0;0;42,55855;28,68;1,02654;28,0617;4,524564;2,274564;0,834002;0,834002;0,554234;4,524564;2,274564;0,834002;0,834002;0,554234;-0,79;4,371031;1,369984;0,796455;0,855463
0;0;1;172,0524295;172,183;2;1;1;1;1;13;21;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;75,43376562;37,3;2,538;50,9073;6,89691377;3,999098148;2,020044538;2,020044538;1,411901855;6,89691377;3,999098148;2,020044538;2,020044538;1,411901855;-1,83;7,800346995;2,90080833;1,26448301;1,740562426;278,0861;278,291;1;0;3;0;1;20;35;2;0;0;3;3;0;0;0;0;0;0;0;0;0;0;118,8352;17,07;3,326;85,8345;11,91014;8,292235;6,435481;6,435481;5,031384;11,01572;6,585445;3,359405;3,359405;2,360984;-2,11;12,90031;5,482522;2,214039;3,536311
0;0;0;180,0575149;180,206;1;0;0;0;1;14;22;1;0;0;3;2;1;0;0;0;0;0;0;0;0;0;82,00913039;17,07;2,898;55,3105;7,527050444;4,608824684;2,63355254;2,63355254;1,977053987;7,527050444;4,608824684;2,63355254;2,63355254;1,977053987;-1,89;7,507895748;2,548237506;0,813780536;1,366564395;320,1313;320,395;2;2;0;2;2;25;41;2;0;0,043478;6;4;2;0;1;0;0;1;1;0;0;0;145,6803;24,06;5,5589;103,8514;13,5829;8,642734;5,501353;5,501353;4,488977;13,5829;8,642734;5,501353;5,501353;4,488977;-3,26;13,07839;4,424192;1,541448;2,314452
1;0;0;194,0803756;194,194;6;0;0;0;6;14;24;6;0;0,375;2;2;0;0;2;2;0;0;0;0;0;0;79,02895702;61,82;-1,0293;51,196;8,182701232;4,107927643;2,316512895;2,316512895;1,471179885;8,182701232;4,107927643;2,316512895;2,316512895;1,471179885;-1,85;8,735233269;2,567947901;0,875774163;1,602258853;132,0423;132,115;4;2;4;2;2;9;17;4;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;52,11053;74,6;0,3259;29,1226;4,832244;2,562569;0,781284;0,781284;0,39084;4,832244;2,562569;0,781284;0,781284;0,39084;-1,06;7,94;3,884109;6,94;3,426647
0;0;0;327,1834437;327,424;4;3;0;3;4;24;49;4;0;0,7;6;1;5;4;2;0;1;2;1;0;4;4;141,7633119;65,02;3,0342;89,4443;13,97603759;9,597025718;8,179997644;8,179997644;7,394458066;13,97603759;9,597025718;8,179997644;8,179997644;7,394458066;-1,1;14,10961961;3,841807463;1,047246499;2,258601746;108,0575;108,14;1;0;1;0;1;8;16;1;0;0,142857;1;1;0;0;0;0;0;0;0;0;0;0;48,90989;9,23;1,6952;32,994;4,795;2,523056;0,978907;0,978907;0,556578;4,795;2,523056;0,978907;0,978907;0,556578;-0,98;5,16245;2,358605;0,997109;1,522022
0;0;1;182,0843983;182,226;2;0;2;0;2;14;24;2;0;0;2;2;0;0;2;2;0;0;0;0;0;0;82,96807448;25,78;2,647;57,402;7,667929883;4,431513033;1,880441455;1,880441455;1,141562002;7,667929883;4,431513033;1,880441455;1,880441455;1,141562002;-1,96;8,629973277;4,325414892;2,263271662;2,666301066;152,0473;152,149;3;1;2;1;2;11;19;3;0;0,125;1;1;0;0;0;0;0;0;0;0;0;0;64,23059;46,53;1,3934;39,9533;6,073111;3,111471;1,336969;1,336969;0,733596;6,073111;3,111471;1,336969;1,336969;0,733596;-1,51;7,595374;3,053138;1,703179;2,108157
1;0;0;182,0843983;182,226;2;0;2;0;2;14;24;2;0;0;2;2;0;0;2;2;0;0;0;0;0;0;82,96807448;25,78;2,647;57,402;7,667929883;4,431513033;1,880441455;1,880441455;1,141562002;7,667929883;4,431513033;1,880441455;1,880441455;1,141562002;-1,96;8,629973277;4,325414892;2,263271662;2,666301066;166,063;166,176;3;1;3;1;2;12;22;3;0;0,222222;1;1;0;0;0;0;0;0;0;0;0;0;70,59553;46,53;1,7835;44,5703;6,780218;3,699004;1,412271;1,412271;0,860405;6,780218;3,699004;1,412271;1,412271;0,860405;-1,51;8,585329;3,758873;1,985036;2,689264
0;0;1;182,0843983;182,226;2;0;2;0;2;14;24;2;0;0;2;2;0;0;2;2;0;0;0;0;0;0;82,96807448;25,78;2,647;57,402;7,667929883;4,431513033;1,880441455;1,880441455;1,141562002;7,667929883;4,431513033;1,880441455;1,880441455;1,141562002;-1,96;8,629973277;4,325414892;2,263271662;2,666301066;180,0786;180,203;3;1;4;1;2;13;25;3;0;0,3;1;1;0;0;0;0;0;0;0;0;0;0;76,96047;46,53;2,1736;49,1873;7,487325;4,199004;1,57412;1,57412;0,913651;7,487325;4,199004;1,57412;1,57412;0,913651;-1,51;9,577032;4,499571;2,780671;3,314811
1;1;1;182,0843983;182,226;2;0;2;0;2;14;24;2;0;0;2;2;0;0;2;2;0;0;0;0;0;0;82,96807448;25,78;2,647;57,402;7,667929883;4,431513033;1,880441455;1,880441455;1,141562002;7,667929883;4,431513033;1,880441455;1,880441455;1,141562002;-1,96;8,629973277;4,325414892;2,263271662;2,666301066;194,0943;194,23;3;1;5;1;2;14;28;3;0;0,363636;1;1;0;0;0;0;0;0;0;0;0;0;83,32541;46,53;2,5637;53,8043;8,194432;4,699004;1,867887;1,867887;1,028095;8,194432;4,699004;1,867887;1,867887;1,028095;-1,51;10,57006;5,269485;3,088363;3,978485
1;0;1;138,0251692;138,195;2;0;0;0;3;9;15;3;0;0,166666667;2;2;0;0;2;2;0;0;0;0;0;0;56,77451688;17,3;1,70422;37,806;5,85122287;3,628705858;1,984429367;1,984429367;1,590510587;5,034726289;2,749053046;1,213706365;1,213706365;0,844830341;-0,83;4,994841329;1,573685466;0,650069292;0,873367689;100,0095;100,146;2;2;0;1;3;6;10;3;0;0;1;1;0;0;1;1;0;0;0;0;0;0;39,63131;38,91;0,7253;26,5264;3,904009;2,423293;1,056121;1,056121;0,61732;3,087513;1,543641;0,451421;0,451421;0,234462;-0,57;3,614162;1,260579;0,489874;0,759323
0;0;0;181,1830497;181,323;1;1;2;1;1;13;36;1;0;1;2;0;2;2;0;0;0;0;0;0;0;0;82,29181416;12,03;3,2414;56,8817;8,72576835;6,210343431;3,681747952;3,681747952;2,871844021;8,72576835;6,210343431;3,681747952;3,681747952;2,871844021;-0,04;9,51254062;4,994598612;2,97802804;3,65471709;206,1671;206,329;1;1;0;1;1;15;37;1;0;0,571429;1;1;0;0;0;0;0;0;0;0;0;0;93,14517;20,23;3,9872;65,5068;10,67926;5,461641;2,670592;2,670592;1,603273;10,67926;5,461641;2,670592;2,670592;1,603273;-0,98;12,09133;3,549844;2,74049;2,861488
1;1;1;86,08439832;86,138;2;2;0;2;2;6;16;2;0;1;1;0;1;1;1;0;1;1;0;0;0;0;37,92797058;24,06;-0,8208;25,7394;3,828427125;2,414213562;0,957106781;0,957106781;0,603553391;3,828427125;2,414213562;0,957106781;0,957106781;0,603553391;-0,08;4,088918919;2,157216947;0,953692476;1,470114198;168,001;168,036;1;1;0;1;1;10;12;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;51,25658;20,23;1,4719;18,1168;4,292351;1,969443;0,620097;0,620097;0,185577;4,292351;1,969443;0,620097;0,620097;0,185577;-0,46;9,54;2,296528;2,421671;2,190888
1;0;1;208,0322841;208,101;1;1;2;1;1;13;19;7;0;0,666666667;0;0;0;0;0;0;0;0;0;0;0;0;69,66180474;20,23;2,4182;31,8738;6,206564265;3,027550188;1,377660299;1,377660299;0,6010566;6,206564265;3,027550188;1,377660299;1,377660299;0,6010566;-0,72;12,28;3,206869372;2,145170445;3,029258145;86,0844;86,138;2;2;0;2;2;6;16;2;0;1;1;0;1;1;1;0;1;1;0;0;0;0;37,92797;24,06;-0,8208;25,7394;3,828427;2,414214;0,957107;0,957107;0,603553;3,828427;2,414214;0,957107;0,957107;0,603553;-0,08;4,088919;2,157217;0,953692;1,470114
0;0;1;210,0479342;210,117;1;1;2;1;1;13;21;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;70,35140777;20,23;2,6422;31,9678;6,629213996;3,418160389;1,549714893;1,549714893;0,805991039;6,629213996;3,418160389;1,549714893;1,549714893;0,805991039;-0,46;12,54;3,357669238;2,26365981;3,238859403;112,1;112,176;2;0;0;0;2;8;20;2;0;1;3;0;3;3;3;0;3;3;0;2;0;0;50,07197;6,48;-0,3824;32,88;5,137068;3,397367;2,197367;2,197367;1,519349;5,137068;3,397367;2,197367;2,197367;1,519349;-0,08;4,766589;1,706856;0,643746;1,016985
1;0;0;256,0735589;256,257;4;3;3;3;4;19;31;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;109,437944;77,76;2,6995;71,2429;9,9460415;5,595029218;2,567020736;2,567020736;1,575518244;9,9460415;5,595029218;2,567020736;2,567020736;1,575518244;-2,75;12,70032556;5,265942183;3,129319161;3,519956848;122,048;122,127;3;2;1;1;2;9;15;3;1;0;1;1;0;0;1;1;0;0;0;0;0;0;52,51741;55,98;0,1805;32,7549;4,742213;2,503214;0,946055;0,946055;0,508512;4,742213;2,503214;0,946055;0,946055;0,508512;-1,38;5,751234;2,259334;1,252832;1,443773
0;0;1;258,1480612;258,325;5;3;2;3;2;19;37;5;2;0,285714286;2;2;0;0;1;1;0;0;0;0;0;0;112,0032628;69,81;3,3512;76,3711;11,3195635;6,139371612;2,609873923;2,609873923;1,561335017;11,3195635;6,139371612;2,609873923;2,609873923;1,561335017;-2,3;13,13920968;5,136509258;3,577478177;3,552088008;270,1481;270,336;5;2;2;2;4;20;38;5;1;0,4;3;2;1;1;3;2;1;1;0;0;1;1;117,3624;66,91;1,93714;78,6664;11,7334;6,925737;3,635686;3,635686;2,623108;11,7334;6,925737;3,635686;3,635686;2,623108;-2,01;12,99548;5,168849;2,489506;3,358584
0;0;1;103,0633285;103,121;3;3;3;1;2;7;16;3;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;42,12972392;67,77;-2,2416;21,9961;4,144923706;2,261801681;0,630900841;0,630900841;0,269337567;4,144923706;2,261801681;0,630900841;0,630900841;0,269337567;-0,57;6,43;3,614162063;5,43;3,319866009;88,05243;88,106;2;0;0;0;2;6;14;2;0;1;1;0;1;1;1;0;1;1;0;0;2;2;36,98463;18,46;0,7252;21,094;3,971197;2,126105;1,020171;1,020171;0,277778;3,971197;2,126105;1,020171;1,020171;0,277778;-0,08;4,088919;1,205277;0,42007;0,82138
1;1;0;256,0735589;256,257;4;3;3;3;4;19;31;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;109,437944;77,76;2,6995;71,2429;9,9460415;5,595029218;2,567020736;2,567020736;1,575518244;9,9460415;5,595029218;2,567020736;2,567020736;1,575518244;-2,75;12,70032556;5,265942183;3,129319161;3,519956848;122,048;122,127;3;2;1;1;2;9;15;3;1;0;1;1;0;0;1;1;0;0;0;0;0;0;52,51741;55,98;0,1805;32,7549;4,742213;2,503214;0,964838;0,964838;0,516181;4,742213;2,503214;0,964838;0,964838;0,516181;-1,38;5,751234;2,259334;1,252832;1,443773
1;0;1;180,0687483;180,21;2;0;0;0;2;14;22;2;0;0;3;3;0;0;1;1;0;0;0;0;0;0;81,23402814;25,78;2,783;57,044;7,513229345;4,549127729;2,245269376;2,245269376;1,56603358;7,513229345;4,549127729;2,245269376;2,245269376;1,56603358;-1,96;7,444412302;2,77102896;1,043553106;1,473477291;183,9948;184,063;1;1;0;1;1;12;13;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;63,05331;20,23;2,0877;27,8968;5,337036;2,668518;1,186632;1,186632;0,593316;5,337036;2,668518;1,186632;1,186632;0,593316;-1,33;8,763721;2,615733;0,992446;1,910296
1;0;1;306,1040654;306,276;7;1;5;1;7;22;34;9;0;0,230769231;3;3;0;0;2;2;0;0;0;0;0;0;123,4194853;81,65;0,7358;70,2988;11,34208956;6,394758574;3,21277992;3,21277992;2,251965417;11,34208956;6,394758574;3,21277992;3,21277992;2,251965417;-2,68;14,26539035;5,602446757;2,837573696;3,632776815;138,0317;138,122;3;2;1;2;2;10;16;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;57,54633;57,53;1,0904;35,0661;5,112077;2,728688;1,134458;1,134458;0,654489;5,112077;2,728688;1,134458;1,134458;0,654489;-1,51;6,607786;2,389633;1,074894;1,579018
1;0;0;156,0687483;156,188;2;0;1;0;2;12;20;2;0;0;2;2;0;0;2;2;0;0;0;0;0;0;70,92779329;25,78;2,1436;47,468;6,513229345;3,770829431;1,693974429;1,693974429;1,088728474;6,513229345;3,770829431;1,693974429;1,693974429;1,088728474;-1,7;6,976638734;3,133048071;1,320753083;1,821512044;270,0528;270,24;5;3;1;3;5;20;30;5;0;0;3;3;0;0;1;1;0;0;0;0;0;0;112,5192;90,9;2,5768;72,9144;10,19959;5,829514;3,01986;3,01986;2,058505;10,19959;5,829514;3,01986;3,01986;2,058505;-2,95;12,10276;4,307802;1,852184;2,606815
1;1;0;283,8796016;285,923;4;0;0;0;2;11;17;6;3;0,6;1;0;1;1;1;0;1;1;0;0;0;0;81,19128068;40,62;1,649;46,014;9,138845796;4,309295613;3,343825501;3,343825501;1,842905792;5,966852718;2,890737183;1,52836433;1,52836433;0,727247799;-0,1;8,991743119;2,447423613;1,081666988;2,000600403;80,03745;80,09;2;0;0;0;2;6;10;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;35,8707;25,78;0,4766;22,032;3,203828;1,699462;0,477599;0,477599;0,253341;3,203828;1,699462;0,477599;0,477599;0,253341;-0,92;3,27685;1,499803;0,516357;0,819105
0;0;0;311,9109018;313,977;4;0;2;0;2;13;23;6;3;0,714285714;1;0;1;1;1;0;1;1;0;0;1;1;93,92116491;40,62;2,2851;55,178;10,50065312;5,353759959;3,248144485;3,248144485;2,300113702;7,328660038;3,935201529;1,797537564;1,797537564;1,179133561;-0,1;10,97751938;3,958005095;2,041839254;3,342236741;137,0477;137,138;3;0;1;0;3;10;17;3;0;0,142857;1;1;0;0;1;1;0;0;0;0;0;0;58,656;39,19;0,8682;35,5765;5,573111;2,826911;1,101418;1,101418;0,605848;5,573111;2,826911;1,101418;1,101418;0,605848;-1,38;6,736009;2,960888;1,31284;1,994457
0;0;0;308,0828741;308,772;4;0;1;0;4;22;35;5;0;0,117647059;4;3;1;0;2;1;0;1;0;0;0;0;132,6600569;43,07;3,58012;86,891;12,74865674;7,427086127;4,007412793;4,007412793;2,964759405;11,99272779;7,049121654;3,77231569;3,77231569;2,792656381;-2,46;13,2201443;5,070406649;2,036578035;3,046886707;137,0477;137,138;3;3;1;2;2;10;17;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;58,09199;63,32;0,967;37,8137;5,242213;2,787773;1,157634;1,157634;0,625697;5,242213;2,787773;1,157634;1,157634;0,625697;-1,51;6,607786;2,389633;1,253905;1,579018
1;0;0;158,0179358;158,103;2;1;1;1;1;11;15;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;61,08317189;37,3;1,663;33,3173;5,34344164;2,799712352;1,176627757;1,176627757;0,702130651;5,34344164;2,799712352;1,176627757;1,176627757;0,702130651;-1,45;7,654712042;2,654492041;1,339222442;1,847215654;308,0829;308,772;4;0;1;0;4;22;35;5;0;0,117647;4;3;1;0;2;1;0;1;0;0;0;0;132,6601;43,07;3,58012;86,891;12,74866;7,427086;4,007413;4,007413;2,964759;11,99273;7,049122;3,772316;3,772316;2,792656;-2,46;13,22014;5,070407;2,036578;3,046887
0;0;1;158,0179358;158,103;2;1;1;1;1;11;15;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;61,08317189;37,3;1,663;33,3173;5,34344164;2,787746224;1,109506033;1,109506033;0,677308471;5,34344164;2,787746224;1,109506033;1,109506033;0,677308471;-1,45;7,654712042;2,654492041;1,732697417;1,847215654;308,0829;308,772;4;0;1;0;4;22;35;5;0;0,117647;4;3;1;0;2;1;0;1;0;0;0;0;132,6601;43,07;3,58012;86,891;12,74866;7,427086;4,007413;4,007413;2,964759;11,99273;7,049122;3,772316;3,772316;2,792656;-2,46;13,22014;5,070407;2,036578;3,046887
0;0;0;308,0828741;308,772;4;0;1;0;4;22;35;5;0;0,117647059;4;3;1;0;2;1;0;1;0;0;0;0;132,6600569;43,07;3,58012;86,891;12,74865674;7,427086127;4,007412793;4,007412793;2,964759405;11,99272779;7,049121654;3,77231569;3,77231569;2,792656381;-2,46;13,2201443;5,070406649;2,036578035;3,046886707;122,0368;122,123;2;1;1;1;1;9;15;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;52,7521;37,3;1,3848;33,4013;4,742213;2,588415;1,02074;1,02074;0,58073;4,742213;2,588415;1,02074;1,02074;0,58073;-1,31;5,820039;2,306764;1,287705;1,491717
0;0;0;132,0186848;132,084;0;0;0;0;0;9;12;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;49,92800933;0;2,1039;26,316;4,365944227;2,298997517;0,827326835;0,827326835;0,520178761;4,365944227;2,298997517;0,827326835;0,827326835;0,520178761;-0,99;6,134843945;2,088778189;1,451505988;1,423814248;648,4179;648,928;4;4;0;4;4;48;104;4;0;0,454545;5;4;1;0;0;0;0;0;0;8;0;0;288,0726;80,92;10,3756;198,4512;31,23608;17,34166;10,05888;10,05888;6,670924;31,23608;17,34166;10,05888;10,05888;6,670924;-3,92;35,38866;11,8954;7,089931;8,770046
