0.1
O=C(C1=CC=CC=C1)C1=CC=CC=N1
[O]N(C1=CC=CC=C1)N([O])C1=CC=CC=C1
OC1=CC=CC2=C3C=CC=CC3=C3C=CC=CC3=C3C=CC=C(O)C3=C12
C[N+](C)(CC(=O)[O-])C1=CC=CC=C1
CC1=CC(C)=C(C=O)C(C)=C1
O=[N+]([O-])C1=CC=C2SC(=NC3=CC=NC=C3)C3=CC([N+](=O)[O-])=CC=C3SC(=NC3=CC=NC=C3)C2=C1
CC1=CC=CC(C2=NN3CCCC3=C2C2=CC=NC3=CC=C(C(N)=O)C=C23)=N1
O=C1C(I)=C(I)C(=O)C(I)=C1I
CC1(C)CCCC(C)(C)N1N=O
CSC1=NC(NC(=O)C2=CC=CC=C2)=C2NC=NC2=N1
CC1=CC=CC=C1CC#N
O=C(O)C1=CC(O)=CC(O)=C1
CC1=CC=CC(NC(=O)NC2=CC=CC(C#N)=C2)=C1
C1=CC=C(C2=NC=CN2)N=C1
FC1=C(F)C(F)=C(C#CC#CC#CC#CC2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F
CC1(C)CC(=O)C2=C(C1)NN=C2
C1=NC=CC(CC(C2=CC=NC=C2)C(CC2=CC=NC=C2)C2=CC=NC=C2)=C1
O=C(O)COC1=C(Cl)C=CC=C1Cl
O=C(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1
CCOC(=O)C1=CC2=CC=CC=C2OC1=O
CCOC(=O)C12OC3=C(C=C(Cl)C=C3NC3=NC4=CC(C(C)(C)C)=CC(C(C)(C)C)=C4O3)CC1CC1=CC=CC=C1C2O
ClP1(Cl)=NP(Cl)(Cl)=NP2(=N1)NC1=CC=CC=C1CO2
NC1=NC(N)=NC(N2CCCCC2)=N1
CC(=O)C=C(C)NC1=C(Cl)C=CC=C1Cl
[NH3+]C1=CC=C(C(=O)[O-])C=C1
CC1=CC2=C(C=C1C)N(CC1=CC=CC(C#N)=C1)C=N2
CCCC(O)CC
CC1=CC(C)=NC(C2=NC(C)=CC(C)=N2)=N1
O=C1CC(=O)NC(=O)N1
CC(CC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
FC1=C(F)C(F)=C(C#CC2=C(F)C(F)=C(F)C(F)=C2F)C(F)=C1F
COC1=CC=C(C(C)(C)C(=O)C(C)(C)C2=CC=C(O)C=C2)C=C1
C=CC1CN2CCC1CC2C(O)C1=CC=NC2=CC=CC=C12
C1=CC=C(C2=CC=C(C3=CC=CC=N3)S2)N=C1
ON=CC1=CC=CC=C1
C1=CC=C(C2=NNC=P2)C=C1
NC1=CC(F)=NC(N)=C1F
CC=C(C)C1CC2C(C)(CC(O)C3C(C)(C)CCC(O)C32C)O1
CC(=O)NC1=CC=C(S(N)(=O)=O)C=C1
CC1=CC=C(S(C)=O)C=C1C
O=C1C=CC(=O)N1C1=CC=CC=C1
OC1=CC=C2C=CC=CC2=C1C=NC1=CC=CC=N1
CCCCN(CCCC)C1=CC=C2C3=C(OC2=C1)C(O)(C1=CC=CC=C1)C1=C(C=CC=C1)C3=O
COC1=CC=C(OCCCN(C)CCOC2=CC=C3OCOC3=C2)C(C2SC3=CC=CC=C3N(C)C2=O)=C1
COC1=CC=C(C=CC(=O)NC2=CC=CC=C2C(=O)O)C=C1OC
C1=CC(N2C=NN=C2)=NC(N2C=NN=C2)=C1
CCCCNC(=O)C(O)C(O)C(=O)NCCCC
O=[N+]([O-])C1=CC=C(OC2=NC(OC3=CC=C([N+](=O)[O-])C=C3)=NC(OC3=CC=C([N+](=O)[O-])C=C3)=N2)C=C1
NNC(=O)C1=C(O)C2=CC=CC=C2S(=O)(=O)N1
OC1=CC(F)=CC(F)=C1
CCCN1C(=O)C(=C2SC(=S)N(CCC)C2=O)SC1=S
CC(C)N(C(C)C)C1(N(C(C)C)C(C)C)OC(=O)C2=CC=CC=C2C1=O
O=C1NS(=O)(=O)C2=CC=CC=C12
C1=CC=C2C(=C1)CCC1=CC=CC=C12
CC(=O)OC1CC2(C)C(=CC1=O)CCC1C2CCC2(C)C(OC(C)=O)CCC12
[NH3+]C(CS)C(=O)[O-]
C1=CN(C2=CC=C(N3C=CN=C3)C=C2)C=N1
O=C1CCCCN1
CCCC(O)CCC
ClC(Cl)=C(Cl)Cl
BrC1=CC=CC=N1
NC1=CC=CC(N)=N1
C1=CNC=N1
O=C(O)C12CCCC(C(=O)O)(C1)C(C1CC1)(C1CC1)O2
N#CC(=CC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34)C1=CC=CC=C1
CC1=CC=C(S(=O)(=O)NC(CCC(=O)O)C(=O)O)C=C1
FC(F)(F)C1=CC2=C(C=C3C(C(F)(F)F)=C(C(F)(F)F)C(C(F)(F)F)=CC3=C2C(F)(F)F)C(C(F)(F)F)=C1
CC1CC(C)CC(O)C1
BrCCCCCCBr
CC(=NO)C1(C)NCC(C)(C)CN1
CCC1=C(C)C(CC)=C(C)C(CC)=C1C
OC1=CC=C(C(C2=CC=CC=C2O)C2=CC=CC=C2O)C=C1
CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1
CCP(=O)(CC)CC
CC1=CC(C)=[NH+]C([S-])=N1
O=C(NN=C1CCCCCCC1)C1=CC=NC=C1
CC1=CN=C(C)C=N1
CC1=CC=CC(C)=C1NC(=O)C(=O)NC1=C(C)C=CC=C1C
[NH3+]C(CC1=CC(I)=C(OC2=CC=C(O)C=C2)C(I)=C1)C(=O)[O-]
O=C(NCCCCCCNC(=O)C1=CC=CN=C1)C1=CC=CN=C1
O=C(NC1=CC(Cl)=CC=C1)NC1=CC=CC(Cl)=C1
CC(C)CC1NC(=O)C2=CC=CC=C2N2C(=O)C3=CC=CC=C3C12O
CC(C)(OO)OO
Cl[C](Cl)Cl
CNC(=S)NN=CC1=CC=C(O)C=C1O
COC1=CC(C(=O)O)=CC(OC)=C1O
IC=CC=CI
CC1=CC=CC(C(=O)O)=C1
CC1=NN=C2SC(C3=CC=C(Br)C=C3)=NN12
CC(O)C([NH3+])C(=O)NC(C(=O)[O-])C1=CC=CC=C1
N=C(N)N
OC1=C(F)C(F)=C(I)C(F)=C1F
COC1=CC=C(C=CC2=CC=C(O)C=C2)C=C1OC
NC1=CC=C(C(=O)C2=CC=CC=C2)C=C1
C1=CC=C(N=NC2=CC=CC=C2)C=C1
CC1=CN2CCSC2=N1
O=C1NC(C2=CC=CC=C2)=NO1
CCCCC1(CCCC)C(=O)NC(=O)NC1=O
O=C(O)C1=CC=C(SSC2=CC=C(C(=O)O)C=C2)C=C1
CC1CCNC1=O
CN1C([O])=C(C(C2=CC=C(C=O)C=C2)C2=C(O)N(C)C(=O)N(C)C2=O)C(=O)N(C)C1=O
COC(=O)C1(NC(=O)C2=CC=CC=C2)C(C2=CC=CC=C2)C(NC(=O)C2=CC=CC=C2)(C(=O)OC)C1C1=CC=CC=C1
O=C1C2=C(C(=O)N1CC1=CC=C(F)C=C1)C1=C(C(=O)N(CC3=CC=C(F)C=C3)C1=O)C1=C2C(=O)N(CC2=CC=C(F)C=C2)C1=O
NC1=NC=CC(C2=CC=NC=C2)=N1
CN1C(=O)C(O)C(C2=CC=CC=C2)C(C2=CC=CC=C2)C1O
CCS(=O)C1=CC=CC=C1
O=C(O)CCCCNC(=O)C(=O)NCCCCC(=O)O
CCC1=CC2=C(C(OCC(F)(F)F)=C(C(=O)NC3CCN(C(=O)CO)CC3)N2C)C(=O)N1CC(=O)C1=CC=CC=C1
O=C(O)C1C2=CC=CC=C2C2=CC=CC=C21
CN(C)C1=CC=C(NC(=O)NC(=O)CCC2=CC=CC=C2)C=C1
CC1=CC=C(NC2=[NH+]C=CC=C2C(=O)[O-])C=C1
CC1(C#CC2=CC=C(C3=CN=CN=C3)C=C2)CC2(C)CC(C)(C1)C(=O)NC2=O
COC1=CC=CC(C)=C1
CC1=NC(C)=C(Cl)C(N)=N1
NC1=NC=NC(N)=N1
O=C1CCCCCCN1
CN1N=NC2=C(C(N)=O)N=CN2C1=O
CCOC(=O)C1=CC=C(O)C=C1
CCCCC1=C(C(=O)C2=CC=CC=C2)C(C(=O)O)=CC2=C(C3=CC=CC=C3)N=C3C=CC=CC3=C12
C(C#CC#CC1=CC=CC=C1)#CC#CC1=CC=CC=C1
O=C(NN=CC1=CC=NC=C1)C1=CC=NC=C1
CN(C)C=NN=CN(C)C
FC1=CC=C(I)C(F)=C1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
C(=CC1=CC=CN=C1)C1=CC=NC=C1
O=C(O)CSC1=NC=CC=C1C(=O)O
CC1=C2C=CC(=N2)C(C)=C2C=CC(=C(C)C3=NC(=C(C)C4=CC=C1N4)C=C3)N2
ClC1=CC=C(C2=NN(C3=NC([N+]4=CN=CC=N4)=C([C-]4C=CC=C4)S3)C(C3=CC=C(Cl)C=C3)C2)C=C1
CC1(C)C2CCC1(C)C(O)(C#CC#CC1(O)CC3CCC1(C)C3(C)C)C2
O=C(O)C1=CC=C([N+](=O)[O-])C=C1[N+](=O)[O-]
CC(=O)OC(C)(C)C
CC1=C(O)C(=O)C=CN1C
OC1=C(F)C(F)=CC(F)=C1F
O=NC1=CC=CC=C1
NC1=NON=C1N
O=C1C=CC2=CC=CC=C2C1=CNC1=CC=CC=C1[N+](=O)[O-]
O=[N+]([O-])C1=CC([N+](=O)[O-])=C(Br)C([N+](=O)[O-])=C1
CCCCCCCCOC1=CC=C(N=NC2=C(F)C(F)=C(I)C(F)=C2F)C=C1
O=C1OC(C(O)CO)C(O)=C1O
CC1=CC=CC(C)=C1N
OC1=CC=CC2=C(O)C=CC=C12
CN(C)C1=CC=CC(C(=O)O)=C1
NS(=O)(=O)C1=CC2=C(C=C1Cl)NC=NS2(=O)=O
O=C1CC2C3CC(CN2C=C1Br)C1CCCCN1C3
CC(O)C1=NN=C(C(C)O)N1N
C1=CC=C2NC=NC2=C1
CC1=CC(C2=CC=CN=C2)=NC(N)=N1
CCOC(=O)C1=C(C)N(C)C(=NN=C2SC(C(=O)OCC)=C(C)N2C)S1
O=C(O)CC1=CC=C(Cl)C=C1
O=C(O)C1=CC([N+](=O)[O-])=CC=C1F
O=C1C2=CC=C3C(=O)N(CCCN4C=CN=C4)C(=O)C4=CC=C(C(=O)N1CCCN1C=CN=C1)C2=C34
CC1(C)C(=O)N(I)C(=O)N1I
C1=CC2=C(C=CC3=C2C2=C4C=CSC4=CC=C2S3)S1
O=C1C2=CC=C([N+](=O)[O-])C=C2C(=O)C2=CC([N+](=O)[O-])=CC=C12
O=C(O)CC1=CC=C(O)C=C1
CN1CC(=O)N=C1N
O=C([O-])C1=[NH+]C=CC=C1O
CC(=NO)C1=CC=C(Br)C=C1
COC1=CC=C(C=CC(=O)O)C=C1OC
CC(C)C1=NN(C2=CC=CC=C2)C(O)=C1
O=C1NC(C2=CC=CO2)=C2C(=O)NC(C3=CC=CO3)=C12
CCOP(=O)(CC(=C(C)C)N1C(=N)SC2=CC=CC=C21)OCC
CC(C)N(C)C(=O)C(=O)C1=CC=CC=C1
C1CN2CN3CCN(CN1C3)C2
O=[N+]([O-])C1=CC(O)=CC=C1
CS(=O)(=O)C1=NC=CN=C1C1CN2CCC1CC2
NC1=CC=C(C2=CC=C([N+](=O)[O-])C=C2)C=C1
O=C1CCC(C(=O)O)N1
CC1(C)OC(C(O)(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C(C(O)(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)O1
O=[N+]([O-])C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1
C1CC2=C(C1)SC(=C1SC3=C(CCC3)S1)S2
O=C(O)C1=CC=CC2=CC=CC=C12
O=C(O)CCCCCNC(=O)C(=O)NCCCCCC(=O)O
NC1=NC2=CC=CC=C2S1
N#CC1=CC=C(N=NC2=CC=C(C#N)C=C2)C=C1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
CCCCCCCCCOC1=CC=C(C2=NN=C(C3=CC=NC=C3)S2)C=C1
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
CC1CC(C)SC2=C(SC(=C3SC4=C(S3)SC3=C(CC5CC3C5(C)C)S4)S2)S1
O=C(O)C=C(CC(=O)O)C(=O)O
C=C1C(C(=O)N(C)C)=C(C2=CC=C(C)C=C2)C2=CC=CC=C12
OC(C(O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
CC1(C)CC(C)(C2=CC=C(O)C=C2)C2=CC=CC=C2O1
O=C(NC1=CC=CC([N+](=O)[O-])=C1)NC1=CC=CC([N+](=O)[O-])=C1
O=C(O)C1=CC=CC=C1COC1=CC=C(OCC2=CC=CC=C2C(=O)O)C=C1
CN(C)C1=CC=C(NC(=O)NC(=O)CC2=CC=CC=C2)C=C1
CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC(C2=CC=CC(C(O)(C3=CC=CC=C3)C3=CC=CC=C3)=C2)=C1
COC1=C(OC)C=C2SC3=C(SC2=C1)C(OC)=C1SC2=C(C=C(OC)C(OC)=C2)SC1=C3OC
NC1=CC=C(Cl)C([N+](=O)[O-])=C1
CC(C)C1=CC=CC(C(C)C)=C1O
O=C(O)C1=CC=C(Cl)C=C1
O=C(NCCCCCCCCNC(=O)C1=CC=NC=C1)C1=CC=NC=C1
COC1=CC(OC)=NC(N)=N1
O=C1CCC2=CC(OCCCCC3=NN=NN3C3CCCCC3)=CC=C2N1
CC1=CC=CC(S(C)=O)=C1
CCCC1=CC2=C3C=C(CCC)C(=CC=C4N=C(C=C4CCC)C4=CC=C(O4)C4=CC(CCC)=C(C=CC1=N2)N4)N3
CC1=C2C=CC=CC2=NC2=CC=C3C=CC=CC3=C12
O=C(O)C1=CC=NC=C1
C[S+](C)CCC(=O)[O-]
COCCNC(=O)C1=C2N=CC=C(C3=CN=CC=N3)N2N=C1
FC1=CC=C(F)C=C1
O=C(NC1=CC=CC=N1)C1=CC=CC=C1
O=C(O)CCCCCCCCCC(=O)O
NNC(=O)C(=O)NN
CC(C)(C)C(OC([O-])(C(F)(F)F)C(F)(F)F)C1CCCC[NH2+]1
CC1=CN=C(N2CCC(C3CCN(C4=CC(C)=NC(C#N)=N4)CC3)CC2)C=N1
OC1=CC=C(C2(C3=CC=C(O)C=C3)CCC(C3=CC=C(O)C=C3)(C3=CC=C(O)C=C3)CC2)C=C1
ClC1=CC(Cl)=C(OCC#CI)C=C1Cl
O=C(O)C1=CC=C([N+](=O)[O-])C=C1
N#CC1(O)CC2C=CC1O2
N#CC1=CC(O)=CC=C1
CC1=CC(C)=C2C=CC=C2C(C)=C1
C=C(C)C(=C)C
CC(NC1=CC(Cl)=C(Cl)C=C1Cl)C(=O)O
O=C(O)CC1NC(=O)C(CC(=O)O)NC1=O
CC(NC(=O)C1=CC=CC=C1Br)C1=CC=CC=C1
COC1=CC=CC=C1O
CCCCC1=C2CCC3=CC4=CC=C[NH+]=C4N=C3C2=NC2=C([O-])C([N+](=O)[O-])=CC([N+](=O)[O-])=C12
COC(=O)C1=CC(O)=C(O)C(O)=C1
O=C(O)C1=CC=CC(F)=C1F
CC1(C)CC(C)(C2=CC=C(O)C=C2)C2=CC=CC=C2S1
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1CCC(C(O)(C2=CC=CC=C2)C2=CC=CC=C2)CC1
[NH3+]CCCC(=O)[O-]
C#CC1=CC(NC(=O)C2=CC(C(F)(F)F)=CC=C2)=CC=C1
COC1=CC=CC(COC2=CC(=O)OC(C)=C2)=C1
COC1=CC(C23CC4CC(C2)CC(C2=CC(OC)=C(OC5=CC(Cl)=NC=N5)C(OC)=C2)(C4)C3)=CC(OC)=C1OC1=CC(Cl)=NC=N1
O=C(NC1=CC=CC=C1)C(=O)NC1=CC=CC=C1
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O
CC1=CC(C(=O)O)=CC=C1N
OC1=CC=C(O)C=C1
FC1=C(F)C(F)=C2C(F)=C(F)C(F)=C(F)C2=C1F
COC(=O)C(C)Cl
CC1=C(SC2=CC=CC=C2Br)C(=O)CCC1
O=C1CCC(C2CCC(=O)CC2)CC1
O=C(C1=CC=CC=N1)C1=CC=CC=N1
O=C(NN=CC1=CC=CC=N1)C1=CC=CC=C1
C1=CC(C2=CC=C(C3=CC=C(C4=CC=NC=C4)C=C3)C=C2)=CC=N1
NC(N)=NC1=NC2=CC=CC=C2N1
CC(OC1=CC=CC(Br)=C1)C(=O)O
CCNC(=S)NN1C(=S)N(N)C23C(=O)C4=CC=CC=C4C12OC(N)=C3C#N
CN1C(=NN)SC2=C1C=C1C(=C2)SC(=NN=C2SC3=CC=CC=C3N2C)N1C
O=C(C1=CC=CC=C1)N(N=C1C(=O)C2=CC=CC=C2C1=O)C1=CC=CC=C1
CC1=CN=C(C)C(C)=N1
O=C1C(CCC(O)C2=CC=C(F)C=C2)C(C2=CC=C(O)C=C2)N1C1=CC=C(F)C=C1
C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C2=CC=C(C=C(C3=CC=CC=C3)C3=CC=CC=C3)C=C2)C=C1
O=C1C=CC2=C(Br)C(=O)C=CC2=C1Br
NC1=NC2=CC=CC=C2N1
C1=COC=C1
O=C(NC1=C(F)C(F)=C(F)C(F)=C1F)NC1=C(F)C(F)=C(F)C(F)=C1F
C(=C(C(=CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1
CCC1=CC(O)=C(C2=C(CBr)C=CC3=CC=CC=C23)C(CC)=C1
CN(C)C1=CC=C(N=NC2=CC=CC=C2C(=O)O)C=C1
O=C(NCCCCNC(=O)C1=CC=NC=C1)C1=CC=NC=C1
CCC1(CC)C(=O)C=CNC1=O
CCC1(C2=CC=CC=C2)C(=O)NC(=O)NC1=O
O=[N+]([O-])C1=CC=C(C=NO)O1
OC(C1=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F
CC1=CC=CC(=O)N1
O=C(O)C1=C2C=CC=CC2=CC2=CC=CC=C12
O=C(CN1CCCCC1=O)C1=CC=C(Br)C=C1
N#CCCCCCCC#N
OC(C1=CC=C(C(O)(C2=CC=CS2)C2=CC=CS2)C=C1)(C1=CC=CS1)C1=CC=CS1
CC(NC(=O)C1=CC=CC=C1I)C1=CC=CC=C1
CCC(C)=C(C)CC
FC1=C(F)C(F)=C(C#CC2=CC=C(C#CC3=C(F)C(F)=C(F)C(F)=C3F)C=C2)C(F)=C1F
O=C(O)C1=CC=CC=C1SSC1=CC=CC=C1C(=O)O
CC1CNC(C)CN1
NC(=O)C(Br)(Br)Br
FC1=CC=C(C2=CC=NN2)C=C1
CC1=NNC(C)=C1CC1=C(C)NN=C1C
CN1CC(=CC2=CC=NC=C2)C(=O)C(=CC2=CC=NC=C2)C1
O=[N+]([O-])C1=CC=CC2=NSN=C12
CC1=CN=CC(C)=C1C1=CC=CC2=CC3=CC=CC(C4=C(C)C=NC=C4C)=C3C=C12
COC1=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C1[N+](=O)[O-]
BrC1C2=C(C(Br)C1Br)C(Br)C(Br)C2Br
CN1SC(Cl)=CC1=O
O=NN1CCCCC1
N#CC(C#N)=C1C=C(Br)C(=C(C#N)C#N)C=C1Br
NS(=O)(=O)C1=CC=CC=C1Cl
OC1=C(Br)C=C(Br)C=C1Br
CS(=O)CC1=CC=CC=C1
O=[N+]([O-])C1=CC(C#CI)=CC([N+](=O)[O-])=C1
N#CC(C#N)=C1C=C2SC(=C(C#N)C#N)C=C2S1
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
C1=CC=C2C(=C1)N=CN2CCCN1C=NC2=CC=CC=C21
CN(C)C1=CC=C(CO)C=C1
O=C1NC(=O)N(C2OC(CO)C(O)C2O)C=C1Br
C1=CN=CC(CN2C=CN=C2C2=NC=CN2CC2=CC=CN=C2)=C1
O=CC1=C2C=CC=CC2=CC=C1O
CCOP(=O)(OCC)C(C)(N)CC
CN(C)C1=CC=C(N=NC2=C(F)C(F)=C(I)C(F)=C2F)C=C1
COC1=CC=C(C2CC(C3=NC4=CC=CC=C4S3)=NN2C2=CC=CC=C2)C=C1
CN(C)C(N)=O
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
COC1=C2C=C(C)C=C1C1=CC(C)=CC(=C1OC)C1=CC(C)=CC(=C1OC)COCCOCCOCCOC2
C1=CC2=CC(=C1)N1C=C(CCCOC3=CC(=CC=C3)N3C=C(CCCOC4=CC(=CC=C4)N4C=C(CCCO2)N=N4)N=N3)N=N1
CC1=CC=C(C=CC(O)=C2CCCC(=CC3=CC=C(C)C=C3)C2=O)C=C1
O=C(O)C1=CC(O)=C(Br)C(O)=C1
CN1C(=O)C2=CC3=C(C=C2C1=O)C(=O)N(C)C3=O
O=S1CCS(=O)CC1
COC1=CC(OC)=C(OC)C(OC)=C1
O=C(O)C1=CC=CC2=CC=CC(C(=O)O)=C12
COC1=CC=C(C(N)=O)C=C1
O=C(O)C=CC1=CSC=C1
COC12C(=O)C=CC3=CC=CC(=C31)OC1=C(CO)C=C3C=CC=CC3=C12
CSC1=C(SC)SC2=C(S1)C1=CC=CC3=CC=CC2=C13
CC1=C(C)C(C)=C2C(=C1C)C1=C(C)C(C)=C(C)C(C)=C21
NC1=NC=C([N+](=O)[O-])S1
C1=CN=C2C=CC3=C(C2=C1)N1C=CC=C1C=N3
ClC1=CC=C2C=CC3=CC=CN=C3C2=N1
O=C(C=CC1=C2C=CC=CC2=CC2=CC=CC=C12)C1=CC=CC2=CC=CC=C12
[O-]C1=CC=C2C=CC=CC2=C1C=[NH+]C1=CC=CC=C1
O=[N+]([O-])C1C(O)C(O)C([N+](=O)[O-])C(O)C1O
C(=CC1=C2C=CC=CC2=C(C=CC2=CC=CN=C2)C2=CC=CC=C12)C1=CC=CN=C1
O=C1C=CNC(=S)N1
CCOC1=C(OCC)C=C2SC3=C(C=C(OCC)C(OCC)=C3)SC2=C1
C#CC1=CC(NC(=O)C2=CC=CC=C2)=CC=C1
N=C1C2=CC=CC=C2SC2=NC3=CC=CC=C3N12
BrC1=CC=C2NC3=CC=C(Br)C=C3C2=C1
