lipinskiHBD_mean,hallKierAlpha.1,tpsa.1,kappa2,FractionCSP3,CrippenClogP.1,chi2n_mean,NumHeterocycles_sum,kappa3,hallKierAlpha,NumHeteroatoms.1,NumAmideBonds_sum,NumRotatableBonds_mean,lipinskiHBA,NumUnspecifiedAtomStereoCenters,NumSaturatedHeterocycles,NumSaturatedHeterocycles.1,NumAliphaticHeterocycles_sum,NumSpiroAtoms,NumBridgeheadAtoms.1,NumBridgeheadAtoms,NumSpiroAtoms.1,FractionCSP3.1,kappa3.1,tpsa,kappa2.1,CrippenClogP,NumHeteroatoms,lipinskiHBA.1,NumUnspecifiedAtomStereoCenters.1
0.07142857142857142,0.4245110821418906,0.20449474535165724,0.11130445006834827,0.363636364,0.6298130475908741,0.16579452303058007,0.09090909090909091,0.005611296475302498,0.4245110821418906,0.21739130434782608,0.125,0.125,0.2222222222222222,0.0625,0.125,0.125,0.1111111111111111,0.0,0.0,0.0,0.0,0.3,0.00561645712761412,0.20449474535165724,0.11140076284861075,0.6440599971513405,0.21739130434782608,0.2222222222222222,0.125
0.07142857142857142,0.3671447196902838,0.08336297493936944,0.10552270747924393,0.0,0.7063141633158396,0.0825499168402436,0.09090909090909091,0.005583465432234131,0.4417209908773727,0.08695652173913043,0.0,0.0625,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056557768144274625,0.13083265966046886,0.1150097174646878,0.649735403359227,0.08695652173913043,0.1111111111111111,0.0
0.07142857142857142,0.2294654498064274,0.16672594987873887,0.10552270747924393,0.0,0.7818474652408761,0.20533571446237775,0.18181818181818182,0.005583465432234131,0.4417209908773727,0.17391304347826086,0.0,0.125,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.005688123669795455,0.13083265966046886,0.1259633415018963,0.649735403359227,0.08695652173913043,0.2222222222222222,0.0
0.07142857142857142,0.3671447196902838,0.08336297493936944,0.10821806239160996,0.142857143,0.7063141633158396,0.09113986677869161,0.09090909090909091,0.005605209891276534,0.4225988700601704,0.08695652173913043,0.0,0.09375,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056557768144274625,0.16067906224737266,0.1150097174646878,0.6500494863282605,0.13043478260869565,0.1111111111111111,0.0
0.07142857142857142,0.4417209908773727,0.13083265966046886,0.1150097170686768,0.0,0.649735403359227,0.0801117454277059,0.09090909090909091,0.005655776796444455,0.3671447196902838,0.08695652173913043,0.0,0.0625,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005583465437767365,0.08336297493936944,0.10552270918062454,0.7063141633158396,0.08695652173913043,0.1111111111111111,0.0
0.14285714285714285,0.4417209908773727,0.13083265966046886,0.11394801184552808,0.0,0.649735403359227,0.1178120072003154,0.045454545454545456,0.005618846913880337,0.3107344632795371,0.08695652173913043,0.125,0.0,0.16666666666666666,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.005583465437767365,0.14981406628940985,0.10552270918062454,0.7333472114180116,0.13043478260869565,0.1111111111111111,0.0
0.14285714285714285,0.4417209908773727,0.13083265966046886,0.1089853259090481,0.666666667,0.649735403359227,0.07212090122489917,0.045454545454545456,0.005613166663735295,0.45319426336769403,0.08695652173913043,0.125,0.0625,0.2222222222222222,0.0,0.125,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.005583465437767365,0.20501212611156022,0.10552270918062454,0.5765577237019426,0.17391304347826086,0.1111111111111111,0.0
0.07142857142857142,0.3499348109548017,0.08336297493936944,0.10942652393203914,0.0,0.6781708684394094,0.08812136112862855,0.09090909090909091,0.0055932925067165825,0.4589308996128547,0.08695652173913043,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005651134112588703,0.24122877930476957,0.11454020608494786,0.6518244203160551,0.2608695652173913,0.1111111111111111,0.0
0.14285714285714285,0.36045197740426305,0.18603071948261923,0.10743387735697023,0.0,0.6915814807916352,0.09261087807102017,0.045454545454545456,0.0056020172086721975,0.4225988700601704,0.13043478260869565,0.0625,0.0625,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005603813689863864,0.181018593371059,0.1102602328231415,0.6162344373714908,0.13043478260869565,0.16666666666666666,0.0
0.03571428571428571,0.23137766188814762,0.0,0.11271007718979022,0.0,0.8818208047097837,0.21830749009831749,0.0,0.005654574766877094,0.31455888744297755,0.0,0.0,0.09375,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005630514466046976,0.39961196443007274,0.11770564671034627,0.6535117032427241,0.34782608695652173,0.0,0.0
