,epochs,beta,lr,total_loss,total_loss_te,RCE_mol_loss,RCE_mol_loss_te,RCE_prop_loss,RCE_prop_loss_te,KLD_loss,KLD_loss_te,cond_score,valid,novelty,duplicates,diversity,SA_of_ineterested_cond
0,1,0.02,4.754536089454568e-07,104.23482629024622,,103.17232259114583,,0.0,,53.12522980661103,,,,,,,
1,1,0.02,9.509072178909136e-07,140.5180419921875,,139.4027258300781,,0.0,,55.765867919921874,,,,,,,
2,1,0.02,1.4263608268363703e-06,200.08319091796875,,198.64921489514802,,0.0,,71.69888466282895,,,,,,,
3,1,0.02,1.9018144357818272e-06,138.53870718819755,,137.1827893938337,,0.0,,67.7959474836077,,,,,,,
4,1,0.02,2.3772680447272835e-06,92.64381713867188,,91.85345001220703,,0.0,,39.51839141845703,,,,,,,
5,1,0.02,2.8527216536727406e-06,109.7012451171875,,108.66049601236979,,0.0,,52.037411499023435,,,,,,,
6,1,0.02,3.3281752626181973e-06,129.45636407260238,,128.3551404229526,,0.0,,55.061140389278016,,,,,,,
7,1,0.02,3.8036288715636544e-06,112.4305419921875,,111.5430908203125,,0.0,,44.37258448745265,,,,,,,
8,1,0.02,4.279082480509111e-06,111.45905131678427,,110.39170591292843,,0.0,,53.36735633111769,,,,,,,
9,1,0.02,4.754536089454567e-06,83.88153360056323,,83.0463611691497,,0.0,,41.75859708564226,,,,,,,
10,1,0.02,5.2299896984000245e-06,104.67060990767045,,103.54598906545928,,0.0,,56.23109852183949,,,,,,,
11,1,0.02,5.705443307345481e-06,120.71109219255119,,119.65481251683728,,0.0,,52.813938535492994,,,,,,,
12,1,0.02,6.180896916290938e-06,75.3548018292683,,74.53564006526295,,0.0,,40.958168960199124,,,,,,,
13,1,0.02,6.6563505252363945e-06,62.50912537866709,,61.806177256058675,,0.0,,35.147374990035075,,,,,,,
14,1,0.02,7.131804134181851e-06,103.60891914367676,,102.57243728637695,,0.0,,51.82405471801758,,,,,,,
15,1,0.02,7.607257743127309e-06,106.39402961730957,,105.32883167266846,,0.0,,53.25985908508301,,,,,,,
16,1,0.02,8.082711352072765e-06,96.77498069969383,,95.79912175358953,,0.0,,48.79300380397488,,,,,,,
17,1,0.02,8.558164961018222e-06,163.30547818270597,,161.67683826793325,,0.0,,81.43200961026278,,,,,,,
18,1,0.02,9.033618569963678e-06,110.86946053340517,,109.85545191271552,,0.0,,50.70055205246498,,,,,,,
19,1,0.02,9.509072178909134e-06,79.00112840605945,,78.09876381478658,,0.0,,45.11823626262386,,,,,,,
20,1,0.02,9.984525787854593e-06,100.89467005575857,,99.77651879095262,,0.0,,55.90753912156628,,,,,,,
21,1,0.02,1.0459979396800049e-05,72.4726491528888,,71.81778167014899,,0.0,,32.74337875011356,,,,,,,
22,1,0.02,1.0935433005745505e-05,105.7711893717448,,104.6615478515625,,0.0,,55.48208160400391,,,,,,,
23,1,0.02,1.1410886614690962e-05,87.63499232700893,,86.74833112444196,,0.0,,44.332977294921875,,,,,,,
24,1,0.02,1.1886340223636418e-05,100.62390628937752,,99.5804935578377,,0.0,,52.17065134356099,,,,,,,
25,1,0.02,1.2361793832581876e-05,90.13820393880208,,89.18474239773221,,0.0,,47.67304611206055,,,,,,,
26,1,0.02,1.2837247441527332e-05,121.66174090350115,,120.40975160951967,,0.0,,62.599466959635414,,,,,,,
27,1,0.02,1.3312701050472789e-05,90.54210736674648,,89.521485359438,,0.0,,51.031075754473285,,,,,,,
28,1,0.02,1.3788154659418247e-05,105.15421479323814,,104.16763831829202,,0.0,,49.3288284827923,,,,,,,
29,1,0.02,1.4263608268363702e-05,83.61958026885986,,82.9555311203003,,0.0,,33.2025260925293,,,,,,,
30,1,0.02,1.473906187730916e-05,80.63493516710069,,79.71730041503906,,0.0,,45.88178846571181,,,,,,,
31,1,0.02,1.5214515486254618e-05,71.31308395798142,,70.35085977090371,,0.0,,48.111273688239024,,,,,,,
